currency,measure,n,mean,sd,p10,median,p90,share_dealer_short,ar1
BTC,dealer_vega_sc,3540,-189.6658652555828,681.5335271508537,-962.974309762053,-67.46584834042775,512.4871083122459,0.5742937853107345,0.9939091570926561
BTC,dealer_gamma_sc,3540,-82.23519842946781,192.4992624619755,-317.34199460999304,-12.442550672495496,44.74442883526282,0.6322033898305085,0.8207058102249492
BTC,dealer_delta_usd_sc,3540,535.1665981639812,2342.7272248816316,-1626.008290494771,149.38103597097984,3464.5393011200094,0.442090395480226,0.9433111399092147
ETH,dealer_vega_sc,2698,-29.411916890650605,30.995399472243697,-75.76855520012239,-25.948306819159875,5.575732065361092,0.7613046701260193,0.9876924739091306
ETH,dealer_gamma_sc,2698,-4.254180284868081,7.892096058078948,-14.878564097573312,-1.8796707384025124,2.1303223045280038,0.6860637509266123,0.910166955656134
ETH,dealer_delta_usd_sc,2698,-30.595571883707567,143.13512201720383,-176.9670421195457,-18.378211821858585,124.29835395565381,0.647887323943662,0.9543283178984869
