wk_bucket,n,mean,sd,median,t
weekday_only,1213,-0.11749862785928394,0.2648201558250476,-0.08768774037553258,-15.452977015425796
weekend_heavy,1213,-0.10238723949434134,0.22303827281733685,-0.09512126504903386,-15.988099452589045
