rehedge,n,gross_per_vega,net_per_vega,t,sharpe_ann,hit_rate,worst,cost_per_vega
5,130,0.05042678882797281,-0.0027711054774112774,-0.4921948107998787,-0.31129133092865174,0.5307692307692308,-0.26544942119340204,0.053197894305384096
60,130,0.05345002572423825,0.02376555904518122,3.330633327265732,2.1064774730049405,0.7,-0.29462735294184084,0.02968446667905703
240,130,0.061004696433430115,0.035833902895716446,4.517291007781165,2.8569856876771764,0.7307692307692307,-0.31854580171434177,0.02517079353771368
480,130,0.06599134147742619,0.04212382293870728,4.419987812115416,2.7954457432938185,0.7846153846153846,-0.6609692855144622,0.023867518538718917
