entry_ts,exit_ts,bucket,instrument,cp,strike,expiry,T_days,wknd_frac,abs_delta,log_moneyness,index_in,index_out,index_move_pct,iv_in,iv_out,iv_change,premium_in,premium_out,option_pnl,hedge_pnl,vega_usd,gamma_per_vega,volga_per_vega,vanna_per_vega,perp_fees,option_fees,half_spread_volpts,spread_cost,total_cost,term_gamma,term_theta,term_vega,term_volga,term_vanna,gross_usd,net_usd,gross_per_vega,net_per_vega,cost_per_vega
2019-04-19 08:49:16.402000+00:00,2019-04-21 00:00:00+00:00,ITM,ETH-26APR19-160-C,C,160,2019-04-26 08:00:00+00:00,6.83333,0.287118,0.826704,-0.0759426,172.624,172.184,-0.255028,0.6115,0.7438,0.1323,14.0004,13.9259,0.0744952,1.4172,6.00368,87.3502,1.34437,-10.3481,0.102741,0.103442,0.782468,0.0939538,0.300137,-0.000284059,0.0730421,-0.1323,-0.0117654,-0.00349146,1.49169,1.19156,0.248463,0.198471,0.0499921
2019-04-26 12:02:08.857000+00:00,2019-04-28 00:00:00+00:00,OTM,ETH-3MAY19-160-C,C,160,2019-05-03 08:00:00+00:00,6.83333,0.292747,0.306057,0.0555952,151.348,155.676,2.86024,0.7296,0.6596,-0.07,2.80688,3.15067,-0.343796,1.26781,7.26506,73.2108,0.421675,6.07864,0.065203,0.0921072,0.501122,0.0728136,0.230124,-0.0299468,0.0799984,0.07,-0.0010331,0.0121705,0.924015,0.693891,0.127186,0.0955107,0.0316754
2019-04-26 12:04:01.450000+00:00,2019-04-28 00:00:00+00:00,ATM,ETH-3MAY19-150-P,P,150,2019-05-03 08:00:00+00:00,6.83333,0.292803,0.440884,-0.00914152,151.378,157.681,4.16441,0.6344,0.6803,0.0459,4.55673,2.10701,2.44972,-2.03468,8.1722,84.1971,0.0145134,-0.713256,0.0837524,0.0927177,0.50583,0.0826749,0.259145,-0.0730085,0.0694995,-0.0459,-1.52885e-05,0.00136336,0.415037,0.155892,0.0507864,0.0190759,0.0317106
2019-04-26 13:24:52.460000+00:00,2019-04-28 00:00:00+00:00,ITM,ETH-3MAY19-160-P,P,160,2019-05-03 08:00:00+00:00,6.83333,0.295229,0.681751,0.0459926,152.808,155.211,1.57264,0.6529,0.5842,-0.0687,9.89027,7.23832,2.65196,-2.3814,7.46832,81.8114,0.402916,6.26308,0.0930907,0.0924056,0.782468,0.116874,0.302371,-0.0101168,0.068844,0.0687,-0.00095082,0.00676665,0.270557,-0.0318137,0.0362273,-0.00425982,0.0404871
2019-04-26 09:12:55.245000+00:00,2019-04-28 00:00:00+00:00,ATM,ETH-3MAY19-150-C,C,150,2019-05-03 08:00:00+00:00,6.83333,0.287796,0.589608,-0.0165601,152.505,156.428,2.57232,0.6641,0.6974,0.0332999,6.82413,8.98977,-2.16564,1.85613,8.1116,80.4316,0.0469048,-1.50565,0.0897912,0.0926797,0.50583,0.0820619,0.264533,-0.0266102,0.0785271,-0.0332999,-2.6006e-05,0.00128971,-0.309507,-0.57404,-0.0381561,-0.0707678,0.0326117
2019-04-26 08:42:00.041000+00:00,2019-04-28 00:00:00+00:00,OTM,ETH-3MAY19-170-C,C,170,2019-05-03 08:00:00+00:00,6.83333,0.28691,0.151184,0.104467,153.137,155.632,1.62933,0.7001,0.7168,0.0167,1.07972,1.13137,-0.0516514,0.284136,4.8539,76.2957,1.6955,11.8846,0.0343975,0.0926306,0.501122,0.0486479,0.175676,-0.0101272,0.0838839,-0.0167,-0.000236428,-0.00323377,0.232485,0.0568087,0.0478965,0.0117037,0.0361928
2019-05-03 12:07:29.611000+00:00,2019-05-05 00:00:00+00:00,ATM,ETH-10MAY19-170-P,P,170,2019-05-10 08:00:00+00:00,6.83333,0.292906,0.565473,0.0183107,166.916,162.104,-2.8823,0.6414,0.6287,-0.0127,7.56607,9.93486,-2.36878,2.24389,8.98839,83.2782,0.0648689,2.87743,0.104362,0.098706,0.50583,0.0909319,0.294,-0.0345924,0.0701533,0.0127,-5.23136e-06,-0.00105329,-0.124896,-0.418896,-0.0138953,-0.0466042,0.0327089
2019-05-03 12:48:17.382000+00:00,2019-05-05 00:00:00+00:00,OTM,ETH-17MAY19-160-P,P,160,2019-05-17 08:00:00+00:00,13.8333,0.289859,0.34093,-0.046324,167.586,162.271,-3.17166,0.6961,0.6709,-0.0252,5.56634,6.83892,-1.27258,1.48546,11.9684,37.9048,0.161271,-2.02249,0.0716695,0.0989571,0.501122,0.119952,0.290579,-0.019065,0.0368966,0.0252,-5.1207e-05,0.00161649,0.212886,-0.0776924,0.0177874,-0.00649148,0.0242789
2019-05-03 12:58:41.233000+00:00,2019-05-05 00:00:00+00:00,OTM,ETH-10MAY19-180-C,C,180,2019-05-10 08:00:00+00:00,6.83333,0.294439,0.247925,0.074336,167.105,162.154,-2.96238,0.7446,0.8631,0.1185,2.39852,1.4817,0.916822,-1.1697,7.24511,71.736,0.711488,7.66165,0.0527356,0.0987778,0.501122,0.0726136,0.224127,-0.0314768,0.0795039,-0.1185,-0.00499544,0.0268957,-0.252876,-0.477003,-0.034903,-0.0658379,0.0309349
2019-05-03 12:58:49.484000+00:00,2019-05-05 00:00:00+00:00,deep OTM,ETH-10MAY19-190-C,C,190,2019-05-10 08:00:00+00:00,6.83333,0.294443,0.122604,0.128463,167.095,162.105,-2.98645,0.7751,0.9667,0.1916,1.03483,0.821872,0.212962,-0.552859,4.66359,68.9132,1.88934,11.9215,0.0275328,0.0987598,0.619146,0.0577488,0.184041,-0.0307314,0.0827551,-0.1916,-0.0346794,0.0682152,-0.339897,-0.523938,-0.0728832,-0.112347,0.0394635
