wk_bucket,n,mean,sd,median,t
weekday_only,1231,-0.10007304706317242,0.17452445516512013,-0.08148600753349036,-20.118234180921466
weekend_heavy,1231,-0.07912544529606409,0.16801643867957755,-0.07589730621020488,-16.523171802531643
