trade_no,asset,rehedge_min,entry_ts,exit_ts,instrument,strike,cp,expiry,hold_hours,wknd_frac,index_in,index_out,index_move_pct,iv_in,iv_out,iv_change,premium_in,premium_out,option_pnl,hedge_pnl,perp_fees,option_fees,spread_cost,vega_usd,gross_usd,net_usd,gross_per_vega,net_per_vega,cum_net_per_vega
175,BTC,240,2024-07-12 12:35:39.009000+00:00,2024-07-14 00:00:00+00:00,BTC-14JUL24-57500-P,57500,P,2024-07-14 08:00:00+00:00,35.4058,0.737228,57388.3,59461,3.61164,0.3997,0.6104,0.2107,706.52,14.7126,691.808,-880.563,43.5887,19.0556,14.1265,1620.18,-188.755,-265.526,-0.116502,-0.163886,12.7468
176,BTC,240,2024-07-26 12:44:33.494000+00:00,2024-07-28 00:00:00+00:00,BTC-28JUL24-67000-P,67000,P,2024-07-28 08:00:00+00:00,35.2574,0.739758,67199.1,67861.8,0.986113,0.8759,0.4918,-0.3841,1563.78,108.249,1455.53,-495.925,36.8814,33.6908,16.5146,1894.08,959.609,872.522,0.506636,0.460658,13.2075
177,BTC,240,2024-08-09 12:43:16.922000+00:00,2024-08-11 00:00:00+00:00,BTC-11AUG24-60500-P,60500,P,2024-08-11 08:00:00+00:00,35.2786,0.739395,60509.8,60903.7,0.650904,0.5914,0.3301,-0.2613,1006.74,91.5101,915.225,-275.445,27.5516,29.5917,14.9124,1710.32,639.781,567.725,0.374072,0.331942,13.5394
178,BTC,240,2024-08-30 12:39:47.117000+00:00,2024-09-01 00:00:00+00:00,BTC-1SEP24-59000-P,59000,P,2024-09-01 08:00:00+00:00,35.3369,0.738401,59632.1,59028.5,-1.01213,0.4356,0.2304,-0.2052,457.551,150.046,307.506,-74.2422,35.2249,35.5982,13.7751,1579.88,233.264,148.665,0.147646,0.0940991,13.6335
179,BTC,240,2024-09-20 12:40:07.438000+00:00,2024-09-22 00:00:00+00:00,BTC-22SEP24-64000-C,64000,C,2024-09-22 08:00:00+00:00,35.3313,0.738497,63425.6,63284.8,-0.221989,0.4421,0.291,-0.1511,541.902,26.6998,515.203,-172.811,26.6561,22.3652,15.0676,1728.12,342.392,278.303,0.198129,0.161043,13.7946
180,BTC,240,2024-09-27 12:19:35.918000+00:00,2024-09-29 00:00:00+00:00,BTC-29SEP24-66000-P,66000,P,2024-09-29 08:00:00+00:00,35.6734,0.732712,65376,65842.7,0.713889,0.3575,0.1237,-0.2338,1022.08,196.329,825.747,-396.922,40.6069,39.3656,15.093,1731.03,428.825,333.76,0.247728,0.19281,13.9874
181,BTC,240,2024-10-11 12:43:14.414000+00:00,2024-10-13 00:00:00+00:00,BTC-13OCT24-61000-P,61000,P,2024-10-13 08:00:00+00:00,35.2793,0.739383,61243.8,63327.5,3.40241,0.3393,0.556,0.2167,472.511,4.70247,467.809,-634.311,28.6053,18.9609,14.861,1704.42,-166.502,-228.929,-0.0976884,-0.134315,13.8531
182,BTC,240,2024-10-18 12:23:58.634000+00:00,2024-10-20 00:00:00+00:00,BTC-20OCT24-68000-P,68000,P,2024-10-20 08:00:00+00:00,35.6004,0.733939,67734.1,68412.7,1.002,0.3415,0.1913,-0.1502,796.819,30.0288,766.79,-486.982,38.982,24.0738,16.5116,1893.73,279.808,200.241,0.147755,0.105739,13.9588
183,BTC,240,2024-10-25 12:13:50.249000+00:00,2024-10-27 00:00:00+00:00,BTC-27OCT24-68500-C,68500,C,2024-10-27 08:00:00+00:00,35.7694,0.731105,68147,67021.6,-1.65149,0.3097,0.354,0.0443,438.27,5.53202,432.738,-459.453,29.8242,21.1356,16.3821,1878.87,-26.715,-94.0568,-0.0142186,-0.0500602,13.9087
184,BTC,240,2024-11-08 12:06:59.999000+00:00,2024-11-10 00:00:00+00:00,BTC-10NOV24-75500-P,75500,P,2024-11-10 08:00:00+00:00,35.8833,0.729206,76137.2,76648.7,0.671841,0.3287,0.3361,0.00740002,431.386,23.342,408.044,-228.081,33.2832,25.7589,17.5121,2008.48,179.963,103.409,0.0896015,0.051486,13.9602
185,BTC,240,2024-11-22 12:35:49.129000+00:00,2024-11-24 00:00:00+00:00,BTC-24NOV24-100000-C,100000,C,2024-11-24 08:00:00+00:00,35.403,0.737276,98924.3,97654.6,-1.28358,0.5724,0.5007,-0.0717,1128.6,37.4136,1091.19,-356.8,36.8722,34.354,23.6584,2713.4,734.389,639.505,0.270653,0.235684,14.1959
186,BTC,240,2025-01-03 12:15:55.010000+00:00,2025-01-05 00:00:00+00:00,BTC-5JAN25-97000-P,97000,P,2025-01-05 08:00:00+00:00,35.7347,0.731684,96804.5,98311.5,1.55673,0.3454,0.2552,-0.0902,1047.27,12.4427,1034.82,-768.987,58.1234,30.5967,23.8057,2730.3,265.836,153.31,0.0973651,0.0561513,14.2521
187,BTC,240,2025-01-10 12:41:20.419000+00:00,2025-01-12 00:00:00+00:00,BTC-12JAN25-94000-P,94000,P,2025-01-12 08:00:00+00:00,35.311,0.738842,94866.6,94501.8,-0.384552,0.4358,0.1633,-0.2725,781.223,33.277,747.946,-76.7313,48.1587,32.6196,22.2718,2554.37,671.215,568.165,0.262771,0.222429,14.4745
188,BTC,240,2025-02-14 12:37:45.251000+00:00,2025-02-16 00:00:00+00:00,BTC-16FEB25-97000-P,97000,P,2025-02-16 08:00:00+00:00,35.3708,0.737824,96741.8,97602.3,0.88956,0.3085,0.2007,-0.1078,980.324,47.2619,933.062,-675.736,57.7651,34.9303,23.7025,2718.46,257.326,140.928,0.0946586,0.051841,14.5263
189,BTC,240,2025-03-21 12:41:31.470000+00:00,2025-03-23 00:00:00+00:00,BTC-23MAR25-84000-C,84000,C,2025-03-23 08:00:00+00:00,35.3079,0.738895,83759.7,83837.2,0.0924962,0.3652,0.1497,-0.2155,751.236,83.7627,667.473,8.93163,30.4492,35.5982,20.5502,2356.92,676.404,589.807,0.286987,0.250245,14.7766
190,BTC,240,2025-04-25 12:36:04.477000+00:00,2025-04-27 00:00:00+00:00,BTC-27APR25-94000-P,94000,P,2025-04-27 08:00:00+00:00,35.3988,0.737348,94708.4,94843.2,0.142342,0.3489,0.2296,-0.1193,619.144,30.6599,588.484,-28.4187,38.3088,32.245,22.2108,2547.37,560.065,467.3,0.21986,0.183444,14.96
191,BTC,240,2025-05-02 12:37:12.929000+00:00,2025-05-04 00:00:00+00:00,BTC-4MAY25-97000-C,97000,C,2025-05-04 08:00:00+00:00,35.3797,0.737672,96820.9,95836.8,-1.01638,0.3142,0.2492,-0.065,774.294,16.7966,757.497,-508.72,56.0498,31.1458,23.8069,2730.43,248.777,137.775,0.0911128,0.050459,15.0105
192,BTC,240,2025-05-09 12:40:51.095000+00:00,2025-05-11 00:00:00+00:00,BTC-11MAY25-103000-P,103000,P,2025-05-11 08:00:00+00:00,35.3191,0.738703,102983,104838,1.80095,0.3577,0.3837,0.026,1049.86,33.3092,1016.55,-917.26,68.9437,35.0587,25.3872,2911.68,99.294,-30.0956,0.034102,-0.0103362,15.0001
193,BTC,240,2025-05-16 12:42:00.148000+00:00,2025-05-18 00:00:00+00:00,BTC-18MAY25-104000-C,104000,C,2025-05-18 08:00:00+00:00,35.3,0.739031,103665,103195,-0.453639,0.2275,0.219,-0.0085,513.894,40.5747,473.319,-265.518,60.2535,36.1715,25.0902,2877.62,207.801,86.2864,0.0722131,0.0299854,15.0301
194,BTC,240,2025-05-23 12:41:44.477000+00:00,2025-05-25 00:00:00+00:00,BTC-25MAY25-108000-P,108000,P,2025-05-25 08:00:00+00:00,35.3043,0.738956,108651,107738,-0.839656,0.4461,0.2878,-0.1583,1065.47,519.521,545.954,-41.912,65.541,64.9167,26.2235,3007.59,504.042,347.361,0.16759,0.115495,15.1456
195,BTC,240,2025-05-30 12:37:52.581000+00:00,2025-06-01 00:00:00+00:00,BTC-1JUN25-106000-C,106000,C,2025-06-01 08:00:00+00:00,35.3687,0.737859,105840,104551,-1.21824,0.3271,0.287,-0.0401,901.607,21.8547,879.752,-691.497,54.3848,34.4838,26.0544,2988.2,188.256,73.3325,0.0629996,0.0245407,15.1702
196,BTC,240,2025-06-20 12:35:31.982000+00:00,2025-06-22 00:00:00+00:00,BTC-22JUN25-106000-C,106000,C,2025-06-22 08:00:00+00:00,35.4078,0.737195,106017,101917,-3.86764,0.2618,0.6075,0.3457,793.253,11.0516,782.201,-1223.68,55.8524,33.1866,26.1313,2997.02,-441.482,-556.652,-0.147307,-0.185735,14.9844
197,BTC,240,2025-07-04 12:43:02.336000+00:00,2025-07-06 00:00:00+00:00,BTC-6JUL25-109000-C,109000,C,2025-07-06 08:00:00+00:00,35.2827,0.739326,108831,108176,-0.602418,0.1444,0.2375,0.0931,365.335,58.0829,307.252,-474.729,57.3881,39.9097,26.5434,3044.28,-167.477,-291.319,-0.0550138,-0.0956937,14.8887
198,BTC,240,2025-07-18 12:42:05.076000+00:00,2025-07-20 00:00:00+00:00,BTC-20JUL25-119000-C,119000,C,2025-07-20 08:00:00+00:00,35.2986,0.739054,119491,117898,-1.33296,0.3133,0.2072,-0.1061,1319.87,22.4613,1297.41,-1056.38,79.1173,38.6549,28.8937,3313.85,241.029,94.3629,0.0727339,0.0284754,14.9172
199,BTC,240,2025-08-01 12:37:32.093000+00:00,2025-08-03 00:00:00+00:00,BTC-3AUG25-115000-P,115000,P,2025-08-03 08:00:00+00:00,35.3744,0.737762,115724,112434,-2.84325,0.3054,0.4053,0.0999,675.667,2584.1,-1908.43,1703.86,64.3187,68.4473,27.2666,3127.23,-204.579,-364.611,-0.0654185,-0.116592,14.8006
200,BTC,240,2025-08-08 12:43:25.870000+00:00,2025-08-10 00:00:00+00:00,BTC-10AUG25-117000-C,117000,C,2025-08-10 08:00:00+00:00,35.2761,0.739437,116699,116547,-0.130398,0.1988,0.183,-0.0158,517.437,92.1125,425.325,-240.041,83.6499,46.5239,28.3293,3249.12,185.284,26.7811,0.057026,0.00824258,14.8089
201,BTC,240,2025-08-15 12:30:25.091000+00:00,2025-08-17 00:00:00+00:00,BTC-17AUG25-119000-C,119000,C,2025-08-17 08:00:00+00:00,35.493,0.73575,118904,117380,-1.28161,0.2256,0.2548,0.0292,711.688,13.6592,698.029,-839.111,66.117,37.3786,29.286,3358.83,-141.082,-273.863,-0.0420032,-0.0815352,14.7273
202,BTC,240,2025-08-29 12:37:41.196000+00:00,2025-08-31 00:00:00+00:00,BTC-31AUG25-110000-P,110000,P,2025-08-31 08:00:00+00:00,35.3719,0.737805,110610,108650,-1.77158,0.3065,0.2066,-0.0999,681.78,1355.94,-674.156,514.593,60.8325,65.778,26.3245,3019.18,-159.563,-312.498,-0.0528497,-0.103504,14.6238
203,BTC,240,2025-09-19 12:37:44.571000+00:00,2025-09-21 00:00:00+00:00,BTC-21SEP25-116000-C,116000,C,2025-09-21 08:00:00+00:00,35.371,0.737821,116316,115701,-0.528821,0.2139,0.1354,-0.0785,872.054,76.1346,795.919,-370.295,71.2392,44.4118,28.1759,3231.52,425.625,281.798,0.13171,0.0872029,14.711
204,BTC,240,2025-09-26 12:36:04.321000+00:00,2025-09-28 00:00:00+00:00,BTC-28SEP25-109000-P,109000,P,2025-09-28 08:00:00+00:00,35.3988,0.737348,109401,109695,0.268524,0.2792,0.155,-0.1242,676.433,20.6792,655.754,-141.742,43.2294,35.4051,26.4599,3034.71,514.013,408.918,0.169378,0.134747,14.8458
205,BTC,240,2025-10-24 12:39:26.600000+00:00,2025-10-26 00:00:00+00:00,BTC-26OCT25-111000-P,111000,P,2025-10-26 08:00:00+00:00,35.3426,0.738303,111415,111664,0.223045,0.3325,0.184,-0.1485,850.898,44.86,806.038,-315.585,65.6521,39.0321,27.0711,3104.81,490.452,358.697,0.157965,0.11553,14.9613
206,BTC,240,2025-11-14 12:43:12.636000+00:00,2025-11-16 00:00:00+00:00,BTC-16NOV25-95000-P,95000,P,2025-11-16 08:00:00+00:00,35.2798,0.739375,94750.8,95190.3,0.463822,0.59,0.2666,-0.3234,1710.28,219.894,1490.39,-1124.74,68.2605,55.912,23.3376,2676.61,365.646,218.136,0.136608,0.081497,15.0428
207,BTC,240,2025-11-21 12:42:55.668000+00:00,2025-11-23 00:00:00+00:00,BTC-23NOV25-81000-P,81000,P,2025-11-23 08:00:00+00:00,35.2845,0.739294,82684.7,84903.1,2.68297,0.8814,0.6897,-0.1917,1306.59,7.15346,1299.43,-591.179,31.945,25.6996,19.0993,2190.52,708.256,631.512,0.323328,0.288293,15.3311
208,BTC,240,2025-11-28 11:15:34.161000+00:00,2025-11-30 00:00:00+00:00,BTC-30NOV25-91000-P,91000,P,2025-11-30 08:00:00+00:00,36.7405,0.715235,91155.6,90882.2,-0.299948,0.268,0.187,-0.081,615.109,269.296,345.813,-377.18,68.4143,54.6113,22.361,2564.6,-31.367,-176.754,-0.0122307,-0.0689204,15.2622
209,BTC,240,2025-12-05 11:58:05.911000+00:00,2025-12-07 00:00:00+00:00,BTC-7DEC25-92000-C,92000,C,2025-12-07 08:00:00+00:00,36.0317,0.726749,91404.9,89211.8,-2.39937,0.3137,0.4897,0.176,550.209,9.17312,541.036,-543.616,35.8505,28.5681,21.6625,2484.5,-2.58012,-88.6612,-0.00103849,-0.0356858,15.2265
210,BTC,240,2025-12-19 12:41:38.891000+00:00,2025-12-21 00:00:00+00:00,BTC-21DEC25-88000-C,88000,C,2025-12-21 08:00:00+00:00,35.3059,0.73893,87965.7,88272.8,0.349121,0.415,0.2067,-0.2083,1015.24,382.431,632.808,127.806,37.4788,52.8715,21.6854,2487.12,760.614,648.578,0.305821,0.260775,15.4873
211,BTC,240,2026-01-02 12:35:37.446000+00:00,2026-01-04 00:00:00+00:00,BTC-4JAN26-89000-P,89000,P,2026-01-04 08:00:00+00:00,35.4063,0.737221,89406.1,91369.7,2.19624,0.3278,0.4329,0.1051,639.486,9.78648,629.699,-485.361,49.1597,28.0452,21.5707,2473.97,144.338,45.5627,0.0583429,0.0184169,15.5057
212,BTC,240,2026-01-16 12:39:03.486000+00:00,2026-01-18 00:00:00+00:00,BTC-18JAN26-96000-C,96000,C,2026-01-18 08:00:00+00:00,35.349,0.738194,95450.9,95106.5,-0.360823,0.2432,0.2299,-0.0133,419.8,27.3929,392.407,-180.488,42.2019,32.0594,22.3263,2560.63,211.919,115.332,0.0827607,0.0450404,15.5507
213,BTC,240,2026-01-30 11:16:57.931000+00:00,2026-02-01 00:00:00+00:00,BTC-1FEB26-82000-P,82000,P,2026-02-01 08:00:00+00:00,36.7172,0.715608,82768,78845.7,-4.73893,0.442,0.762,0.32,690.747,3187.85,-2497.1,1634.14,61.3858,48.4841,19.4271,2228.11,-862.966,-992.263,-0.387309,-0.445339,15.1054
214,BTC,240,2026-02-06 12:30:05.430000+00:00,2026-02-08 00:00:00+00:00,BTC-8FEB26-66000-P,66000,P,2026-02-08 08:00:00+00:00,35.4985,0.735658,66293.5,69211.5,4.40171,0.8429,0.8599,0.017,1433.78,23.3342,1410.44,-1912.9,42.0358,22.8048,16.2544,1864.23,-502.459,-583.555,-0.269526,-0.313027,14.7924
215,BTC,240,2026-02-20 12:41:02.105000+00:00,2026-02-22 00:00:00+00:00,BTC-22FEB26-68000-C,68000,C,2026-02-22 08:00:00+00:00,35.3161,0.738756,67391.2,67919.9,0.78457,0.3882,0.2152,-0.173,477.923,139.152,338.771,162.215,30.2259,37.6114,15.8185,1814.24,500.986,417.331,0.276142,0.230031,15.0224
216,BTC,240,2026-03-13 12:34:41.551000+00:00,2026-03-15 00:00:00+00:00,BTC-15MAR26-72500-C,72500,C,2026-03-15 08:00:00+00:00,35.4218,0.736957,72396.3,71131.5,-1.74707,0.3765,0.36,-0.0165,720.461,12.5849,707.876,-631.851,36.7365,23.292,17.8328,2045.26,76.0251,-1.83613,0.0371714,-0.000897749,15.0215
217,BTC,240,2026-03-20 12:41:10.425000+00:00,2026-03-22 00:00:00+00:00,BTC-22MAR26-70000-P,70000,P,2026-03-22 08:00:00+00:00,35.3138,0.738795,70319,68681.1,-2.32923,0.4583,0.4295,-0.0288,758.453,1347.38,-588.924,545.794,52.1572,41.7001,17.1249,1964.07,-43.1301,-154.112,-0.0219596,-0.0784658,14.943
218,BTC,240,2026-03-27 12:38:38.517000+00:00,2026-03-29 00:00:00+00:00,BTC-29MAR26-67000-C,67000,C,2026-03-29 08:00:00+00:00,35.356,0.738076,66565.5,66340.8,-0.337507,0.4629,0.2772,-0.1857,673.893,32.6232,641.27,-232.348,37.8853,24.0476,16.1406,1851.18,408.922,330.848,0.220898,0.178723,15.1217
219,BTC,240,2026-04-24 12:35:02.230000+00:00,2026-04-26 00:00:00+00:00,BTC-26APR26-78000-P,78000,P,2026-04-26 08:00:00+00:00,35.416,0.737055,78381.7,77867.9,-0.655516,0.2991,0.2106,-0.0885,487.843,270.923,216.92,207.5,37.4815,46.8749,18.7703,2152.78,424.42,321.294,0.19715,0.149246,15.271
220,BTC,240,2026-05-01 12:33:53.387000+00:00,2026-05-03 00:00:00+00:00,BTC-3MAY26-77500-P,77500,P,2026-05-03 08:00:00+00:00,35.4352,0.73673,77906.2,78826.1,1.18074,0.2354,0.2792,0.0438,339.223,5.43833,333.785,-191.329,31.6592,24.0517,18.2369,2091.61,142.456,68.5086,0.0681085,0.032754,15.3037
221,BTC,240,2026-05-22 11:16:32.710000+00:00,2026-05-24 00:00:00+00:00,BTC-24MAY26-77500-C,77500,C,2026-05-24 08:00:00+00:00,36.7242,0.715496,77873.6,76491.4,-1.77495,0.2222,0.2968,0.0746,697.438,22.1305,675.307,-371.273,32.2901,26.1284,18.2784,2096.36,304.034,227.337,0.145029,0.108444,15.4122
222,BTC,240,2026-06-05 12:40:13.103000+00:00,2026-06-07 00:00:00+00:00,BTC-7JUN26-62000-C,62000,C,2026-06-07 08:00:00+00:00,35.3297,0.738524,61868,60829.9,-1.67795,0.5341,0.4364,-0.0977,870.709,26.8922,843.816,-928.263,44.8798,21.9219,15.2412,1748.02,-84.4467,-166.49,-0.0483098,-0.0952445,15.3169
223,BTC,240,2026-06-26 12:44:08.252000+00:00,2026-06-28 00:00:00+00:00,BTC-28JUN26-59000-P,59000,P,2026-06-28 08:00:00+00:00,35.2644,0.739639,58935.6,59959.6,1.73741,0.5402,0.3942,-0.146,933.136,28.7079,904.428,-552.675,31.1476,21.2692,14.5283,1666.26,351.753,284.808,0.211103,0.170927,15.4879
224,BTC,240,2026-07-03 12:04:42.969000+00:00,2026-07-05 00:00:00+00:00,BTC-5JUL26-62000-P,62000,P,2026-07-05 08:00:00+00:00,35.9214,0.728574,62041.3,62966.9,1.49191,0.2302,0.2885,0.0583,383.334,8.27892,375.055,-322.057,34.3521,19.6473,15.2762,1752.04,52.9978,-16.2778,0.0302492,-0.00929075,15.4786
225,BTC,240,2026-07-10 12:42:35.768000+00:00,2026-07-12 00:00:00+00:00,BTC-12JUL26-64500-C,64500,C,2026-07-12 08:00:00+00:00,35.2901,0.7392,64367.8,63771.8,-0.925933,0.2514,0.3067,0.0553,394.916,31.6698,363.246,-292.164,42.5604,23.2691,15.7787,1809.68,71.0822,-10.526,0.039279,-0.00581652,15.4728
226,BTC,240,2026-07-24 12:30:35.879000+00:00,2026-07-26 00:00:00+00:00,BTC-26JUL26-65000-C,65000,C,2026-07-26 08:00:00+00:00,35.49,0.735801,64989.2,64287.2,-1.0802,0.238,0.206,-0.032,431.994,6.17431,425.82,-449.173,32.435,20.2686,16.0212,1837.49,-23.3535,-92.0783,-0.0127095,-0.0501109,15.4227
227,BTC,240,2026-08-07 12:34:16.785000+00:00,2026-08-09 00:00:00+00:00,BTC-9AUG26-65000-C,65000,C,2026-08-09 08:00:00+00:00,35.4287,0.73684,65024,64885.3,-0.213246,0.2453,0.1533,-0.092,462.996,71.3113,391.685,-38.3086,25.2149,28.4211,16.0227,1837.65,353.376,283.717,0.192297,0.154391,15.577
