trade_no,asset,rehedge_min,entry_ts,exit_ts,instrument,strike,cp,expiry,hold_hours,wknd_frac,index_in,index_out,index_move_pct,iv_in,iv_out,iv_change,premium_in,premium_out,option_pnl,hedge_pnl,perp_fees,option_fees,spread_cost,vega_usd,gross_usd,net_usd,gross_per_vega,net_per_vega,cum_net_per_vega
1,BTC,240,2018-04-20 12:38:46.951000+00:00,2018-04-22 00:00:00+00:00,BTC-27APR18-8500-C,8500,C,2018-04-27 08:00:00+00:00,35.3536,0.293841,8540.05,8914.92,4.38955,0.8092,0.8307,0.0215,396.508,594.643,-198.134,6.66134e-16,0.00620254,5.23649,4.04514,463.941,-198.134,-207.422,-0.427068,-0.447087,-0.447087
2,BTC,240,2018-04-27 12:36:11.793000+00:00,2018-04-29 00:00:00+00:00,BTC-4MAY18-9500-C,9500,C,2018-05-04 08:00:00+00:00,35.3967,0.293764,9326.71,9411.7,0.911254,0.8424,0.9212,0.0788,351.471,377.173,-25.7022,6.245e-17,0.000291402,5.62152,4.41587,506.46,-25.7022,-35.7399,-0.0507487,-0.070568,-0.517655
3,BTC,240,2018-05-25 12:06:08.351000+00:00,2018-05-27 00:00:00+00:00,BTC-1JUN18-7500-C,7500,C,2018-06-01 08:00:00+00:00,35.8977,0.292866,7518.57,7332.99,-2.46829,0.6488,0.6142,-0.0346,275.244,146.136,129.108,0,0.0393639,4.45547,3.56905,409.338,129.108,121.045,0.315408,0.295708,-0.221947
4,BTC,240,2018-06-08 12:00:36.083000+00:00,2018-06-10 00:00:00+00:00,BTC-15JUN18-7500-C,7500,C,2018-06-15 08:00:00+00:00,35.99,0.292701,7560.8,7433.02,-1.69003,0.4743,0.4488,-0.0255,226.834,130.291,96.5437,1.11022e-16,0.00249645,4.49815,3.55448,407.666,96.5437,88.4886,0.236821,0.217061,-0.00488585
5,BTC,240,2018-08-10 12:40:44.213000+00:00,2018-08-12 00:00:00+00:00,BTC-17AUG18-6750-C,6750,C,2018-08-17 08:00:00+00:00,35.3211,0.2939,6484.17,6254.81,-3.53723,0.6944,0.763,0.0686,139.877,68.7408,71.1359,-1.13687e-13,0.479246,3.82169,2.87613,329.866,71.1359,63.9589,0.215651,0.193894,0.189008
6,BTC,240,2018-08-17 12:37:33.178000+00:00,2018-08-19 00:00:00+00:00,BTC-24AUG18-6500-C,6500,C,2018-08-24 08:00:00+00:00,35.3741,0.293804,6461.62,6366.06,-1.47885,0.6627,0.6524,-0.0103,215.665,142.377,73.2879,-73.0276,2.67901,3.8483,3.07472,352.642,0.260338,-9.3417,0.000738248,-0.0264906,0.162517
7,BTC,240,2018-09-07 12:24:47.842000+00:00,2018-09-09 00:00:00+00:00,BTC-14SEP18-6500-C,6500,C,2018-09-14 08:00:00+00:00,35.5867,0.293422,6408.71,6171.46,-3.702,0.5533,0.7188,0.1655,152.637,93.2402,59.3966,-109.056,2.53817,3.77405,3.0165,345.965,-49.6597,-58.9885,-0.14354,-0.170504,-0.00798703
8,BTC,240,2018-09-14 12:13:28.288000+00:00,2018-09-16 00:00:00+00:00,BTC-21SEP18-6500-P,6500,P,2018-09-21 08:00:00+00:00,35.7755,0.293084,6458.64,6490.45,0.492651,0.5907,0.5933,0.00260002,230.194,190.609,39.5855,-22.8712,2.06504,3.88473,3.07163,352.288,16.7143,7.69286,0.0474449,0.0218369,0.0138498
9,BTC,240,2018-09-21 12:39:55.389000+00:00,2018-09-23 00:00:00+00:00,BTC-28SEP18-6750-P,6750,P,2018-09-28 08:00:00+00:00,35.3346,0.293875,6723.08,6696.52,-0.395032,0.6336,0.5288,-0.1048,246.624,199.486,47.1375,-1.28001,2.52782,4.02588,3.19976,366.983,45.8575,36.1041,0.124958,0.0983807,0.112231
10,BTC,240,2018-09-28 12:36:13.719000+00:00,2018-09-30 00:00:00+00:00,BTC-5OCT18-6500-C,6500,C,2018-10-05 08:00:00+00:00,35.3962,0.293765,6597.33,6563.43,-0.513744,0.4558,0.5687,0.1129,216.172,212.598,3.57461,-25.5761,3.05596,3.94823,3.02795,347.278,-22.0015,-32.0336,-0.0633542,-0.0922421,0.0199885
11,BTC,240,2018-10-05 12:35:23.151000+00:00,2018-10-07 00:00:00+00:00,BTC-12OCT18-6500-P,6500,P,2018-10-12 08:00:00+00:00,35.4102,0.293739,6536.43,6551.09,0.224389,0.4192,0.4729,0.0537,131.625,124.641,6.98355,-9.55148,1.80631,3.92626,3.0863,353.97,-2.56793,-11.3868,-0.00725466,-0.0321688,-0.0121804
12,BTC,240,2018-11-16 12:25:41.947000+00:00,2018-11-18 00:00:00+00:00,BTC-23NOV18-5500-P,5500,P,2018-11-23 08:00:00+00:00,35.5717,0.293449,5514.72,5501.27,-0.243915,0.5787,0.8553,0.2766,166.665,226.145,-59.4795,8.98952,1.71396,3.3048,2.61762,300.217,-50.49,-58.1264,-0.168178,-0.193615,-0.205795
13,BTC,240,2018-11-23 12:20:52.611000+00:00,2018-11-25 00:00:00+00:00,BTC-30NOV18-4250-C,4250,C,2018-11-30 08:00:00+00:00,35.6521,0.293305,4258.06,3776.19,-11.3166,0.7802,1.29,0.5098,185.14,80.6651,104.475,-209.265,2.3095,2.41027,2.02145,231.843,-104.79,-111.531,-0.451987,-0.481064,-0.686859
14,BTC,240,2018-11-30 12:33:23.591000+00:00,2018-12-02 00:00:00+00:00,BTC-7DEC18-3750-P,3750,P,2018-12-07 08:00:00+00:00,35.4434,0.29368,3909.81,4139.38,5.87163,1.1364,1.2011,0.0647,165.908,84.3489,81.5589,-91.1394,1.3116,2.41476,1.75262,201.01,-9.58051,-15.0595,-0.0476618,-0.0749191,-0.761778
15,BTC,240,2018-12-07 12:42:33.563000+00:00,2018-12-09 00:00:00+00:00,BTC-14DEC18-3500-C,3500,C,2018-12-14 08:00:00+00:00,35.2907,0.293954,3362.91,3383.54,0.613394,1.1201,1.2008,0.0807,148.122,146.274,1.84742,-12.5686,1.48436,2.02393,1.57365,180.483,-10.7212,-15.8031,-0.0594029,-0.0875603,-0.849338
16,BTC,240,2018-12-14 12:41:40.036000+00:00,2018-12-16 00:00:00+00:00,BTC-21DEC18-3250-P,3250,P,2018-12-21 08:00:00+00:00,35.3055,0.293928,3252.75,3185.76,-2.05968,0.9139,0.8389,-0.075,160.72,164.758,-4.03748,32.6925,1.2227,1.93155,1.5444,177.128,28.655,23.9564,0.161775,0.135249,-0.71409
17,BTC,240,2018-12-28 12:39:13.261000+00:00,2018-12-30 00:00:00+00:00,BTC-4JAN19-3750-C,3750,C,2019-01-04 08:00:00+00:00,35.3463,0.293854,3603.06,3712.46,3.03629,0.8245,0.9945,0.17,102.171,160.694,-58.5229,15.7495,1.67201,2.19466,1.6404,188.139,-42.7734,-48.2805,-0.227349,-0.256621,-0.970711
18,BTC,240,2019-01-25 12:22:27.204000+00:00,2019-01-27 00:00:00+00:00,BTC-1FEB19-3500-P,3500,P,2019-02-01 08:00:00+00:00,35.6258,0.293352,3528.63,3549.96,0.604393,0.6078,0.5892,-0.0186,102.806,77.1333,25.6726,-14.7961,1.29104,2.12358,1.66314,190.747,10.8764,5.79866,0.0570201,0.0303998,-0.940311
19,BTC,240,2019-02-01 12:01:06.212000+00:00,2019-02-03 00:00:00+00:00,BTC-8FEB19-3500-C,3500,C,2019-02-08 08:00:00+00:00,35.9816,0.292716,3417.82,3464.72,1.37235,0.4491,0.4919,0.0428,49.9471,66.151,-16.2039,15.2897,1.03611,2.06476,1.52682,175.112,-0.914204,-5.5419,-0.00522067,-0.0316477,-0.971958
20,BTC,240,2019-02-15 11:50:51.045000+00:00,2019-02-17 00:00:00+00:00,BTC-22FEB19-3625-C,3625,C,2019-02-22 08:00:00+00:00,36.1525,0.292411,3572.59,3585.92,0.373081,0.4549,0.4756,0.0207,65.5779,64.6068,0.971135,3.04776,1.00006,2.14755,1.66571,191.042,4.01889,-0.794434,0.0210367,-0.00415843,-0.976117
21,BTC,240,2019-02-22 12:43:43.304000+00:00,2019-02-24 00:00:00+00:00,BTC-1MAR19-4000-C,4000,C,2019-03-01 08:00:00+00:00,35.2713,0.293989,3940.65,4109.63,4.28811,0.5502,0.5486,-0.0016,91.8808,170.86,-78.9788,59.8941,1.71481,2.41509,1.85138,212.337,-19.0848,-25.066,-0.0898797,-0.118049,-1.09417
22,BTC,240,2019-03-01 12:29:14.511000+00:00,2019-03-03 00:00:00+00:00,BTC-8MAR19-3875-C,3875,C,2019-03-08 08:00:00+00:00,35.5126,0.293555,3806.7,3809.59,0.0760847,0.494,0.461,-0.033,72.9603,56.6575,16.3029,-0.138743,1.13235,2.28489,1.76474,202.4,16.1641,10.9822,0.0798625,0.0542598,-1.03991
23,BTC,240,2019-03-22 12:37:46.963000+00:00,2019-03-24 00:00:00+00:00,BTC-29MAR19-4000-P,4000,P,2019-03-29 08:00:00+00:00,35.3703,0.293811,3982,3980.75,-0.0314302,0.3702,0.3946,0.0244,89.9603,85.9408,4.0195,2.11892,1.25611,2.38882,1.89134,216.92,6.13841,0.602135,0.0282981,0.00277584,-1.03713
24,BTC,240,2019-03-29 12:43:18.071000+00:00,2019-03-31 00:00:00+00:00,BTC-5APR19-4125-C,4125,C,2019-04-05 08:00:00+00:00,35.2783,0.293977,4072.51,4100.48,0.686654,0.3882,0.4391,0.0509,63.1109,75.3648,-12.254,2.82306,1.47593,2.4519,1.89417,217.244,-9.4309,-15.2529,-0.0434115,-0.0702108,-1.10734
25,BTC,240,2019-04-05 12:43:32.709000+00:00,2019-04-07 00:00:00+00:00,BTC-12APR19-5000-C,5000,C,2019-04-12 08:00:00+00:00,35.2742,0.293984,5025.87,5038.57,0.252786,0.8263,0.761,-0.0653,239.152,204.062,35.0903,-16.9999,2.24006,3.01933,2.37955,272.913,18.0904,10.4515,0.0662863,0.0382959,-1.06904
26,BTC,240,2019-04-26 12:07:59.523000+00:00,2019-04-28 00:00:00+00:00,BTC-3MAY19-5125-C,5125,C,2019-05-03 08:00:00+00:00,35.8668,0.292921,5133.18,5161.38,0.549428,0.564,0.4453,-0.1187,161.989,129.574,32.415,12.9665,2.09815,3.08837,2.43879,279.707,45.3816,37.7563,0.162247,0.134985,-0.93406
27,BTC,240,2019-05-03 12:40:37.791000+00:00,2019-05-05 00:00:00+00:00,BTC-10MAY19-5750-C,5750,C,2019-05-10 08:00:00+00:00,35.3228,0.293896,5738.38,5771.65,0.579738,0.6364,0.6109,-0.0255,193.724,180.718,13.0061,12.567,2.54388,3.45301,2.73055,313.17,25.5732,16.8457,0.0816591,0.053791,-0.880269
28,BTC,240,2019-05-10 12:19:34.244000+00:00,2019-05-12 00:00:00+00:00,BTC-17MAY19-6250-P,6250,P,2019-05-17 08:00:00+00:00,35.6738,0.293266,6245.31,7248.5,16.0632,0.7055,1.116,0.4105,242.859,62.3759,180.483,-259.379,3.07682,4.04814,2.96995,340.626,-78.8956,-88.9905,-0.231619,-0.261256,-1.14152
29,BTC,240,2019-06-07 12:17:17.934000+00:00,2019-06-09 00:00:00+00:00,BTC-14JUN19-8000-P,8000,P,2019-06-14 08:00:00+00:00,35.7117,0.293198,7920.98,7956.6,0.449672,0.6333,0.6906,0.0573,316.415,287.894,28.5216,-17.1371,3.36064,4.76327,3.76035,431.278,11.3845,-0.49976,0.0263972,-0.00115879,-1.14268
30,BTC,240,2019-06-14 12:43:39.544000+00:00,2019-06-16 00:00:00+00:00,BTC-21JUN19-8500-C,8500,C,2019-06-21 08:00:00+00:00,35.2723,0.293987,8347.58,8856.17,6.09263,0.6367,0.7314,0.0947,222.75,516.44,-293.69,259.243,3.46836,5.16112,3.91977,449.562,-34.4469,-46.9962,-0.0766233,-0.104538,-1.24722
31,BTC,240,2019-07-12 11:54:45.949000+00:00,2019-07-14 00:00:00+00:00,BTC-19JUL19-12000-C,12000,C,2019-07-19 08:00:00+00:00,36.0872,0.292527,11719.7,11394.3,-2.77639,1.0071,1.102,0.0949,520.86,364.609,156.252,-174.953,5.05844,6.93421,5.54857,636.371,-18.7011,-36.2423,-0.0293871,-0.0569516,-1.30417
32,BTC,240,2019-07-19 12:32:04.514000+00:00,2019-07-21 00:00:00+00:00,BTC-26JUL19-10000-P,10000,P,2019-07-26 08:00:00+00:00,35.4654,0.29364,10499.2,10713.3,2.03888,1.3318,1.3349,0.00310013,520.839,368.984,151.855,-85.0091,2.90197,6.36374,4.68606,537.449,66.8457,52.8939,0.124376,0.0984167,-1.20576
33,BTC,240,2019-08-02 12:22:51.262000+00:00,2019-08-04 00:00:00+00:00,BTC-9AUG19-10500-C,10500,C,2019-08-09 08:00:00+00:00,35.6191,0.293364,10522.5,10894.8,3.53794,0.9401,0.9356,-0.00450005,550.373,705.243,-154.87,164.023,3.89629,6.42521,4.99169,572.501,9.15301,-6.16018,0.0159878,-0.0107601,-1.21652
34,BTC,240,2019-08-09 12:43:21.007000+00:00,2019-08-11 00:00:00+00:00,BTC-16AUG19-12000-C,12000,C,2019-08-16 08:00:00+00:00,35.2775,0.293978,11779.5,11339.3,-3.73727,0.9709,0.8998,-0.0710999,525.54,242.772,282.767,-220.971,4.24028,6.93564,5.59134,641.276,61.7963,45.0291,0.0963646,0.0702179,-1.1463
35,BTC,240,2019-09-06 12:42:57.909000+00:00,2019-09-08 00:00:00+00:00,BTC-13SEP19-11000-C,11000,C,2019-09-13 08:00:00+00:00,35.2839,0.293966,10918.3,10530.6,-3.55122,0.7362,0.7312,-0.005,400.592,190.014,210.578,-231.325,4.36221,6.43468,5.19501,595.821,-20.7466,-36.7385,-0.0348202,-0.0616603,-1.20796
36,BTC,240,2019-09-13 12:02:54.263000+00:00,2019-09-15 00:00:00+00:00,BTC-20SEP19-10500-C,10500,C,2019-09-20 08:00:00+00:00,35.9516,0.292769,10358.1,10387.9,0.287321,0.6021,0.5558,-0.0463,276.397,227.392,49.0053,4.27076,3.53293,6.22382,4.89214,561.084,53.276,38.6271,0.094952,0.0688438,-1.13911
37,BTC,240,2019-09-20 12:06:20.115000+00:00,2019-09-22 00:00:00+00:00,BTC-27SEP19-10250-C,10250,C,2019-09-27 08:00:00+00:00,35.8944,0.292871,10204.3,9983.74,-2.16132,0.58,0.6038,0.0238,301.362,180.32,121.042,-87.6953,3.17111,6.05641,4.85594,556.933,33.347,19.2636,0.0598763,0.0345887,-1.10453
