asset,instrument,var_weekday,var_weekend,variance_ratio,vol_ratio,diff,se_diff,n_weekday,n_weekend,n_days,first,last,scaled_effect
PAXG,PAXG_USDC-PERPETUAL,0.00022090588653798693,7.656837746675833e-05,0.34661085164695987,0.5887366572984563,-0.0001443375090712286,2.5099502276729626e-05,442,176,618,2024-12-05,2026-08-15,-0.8027667516089334
