,currency,implied_vs_ref,t,realized_vs_ref
Mon,SOL,0.4606847543006983,5.766203974066401,0.3780808206824887
Tue,SOL,0.31538067190741836,6.639063070278664,0.2472599936547819
Wed,SOL,0.42616754101958315,7.163960796209364,0.15983244693857768
Thu,SOL,0.2695771245243557,6.073629884046656,0.15065014499358775
Fri,SOL,0.39178082090319655,5.518320378688812,0.3837315046712706
Sat,SOL,-0.012123762228063887,-0.18051818570230704,-0.07481827147486886
Sun,SOL,0.0,,0.0
