date,short_weekend_leg_net,short_weekday_leg_net,spread_net,spread_gross
2019-03-31 00:00:00+00:00,-0.15481325743300972,-0.2005523755071535,0.04573911807414377,0.05941410273565713
2020-02-20 00:00:00+00:00,0.3067694485317772,-0.5862396327418552,0.8930090812736324,0.7616736124680443
2020-02-22 00:00:00+00:00,0.19607351191865405,0.09549668283591646,0.10057682908273759,0.14301534839533053
2020-02-23 00:00:00+00:00,0.030123210982094206,-0.02407910554964458,0.054202316531738785,0.050696671681158864
2020-02-27 00:00:00+00:00,-0.1526801972040347,-0.3135541547423468,0.16087395753831213,0.260532803204404
2020-02-28 00:00:00+00:00,-0.16924214316309216,-0.01268804103367551,-0.15655410212941664,-0.1179231726259701
2020-02-29 00:00:00+00:00,-0.08773137826541959,0.06303909747203312,-0.15077047573745272,-0.18941905666605532
2020-03-01 00:00:00+00:00,0.0932512846383883,0.02689379123954045,0.06635749339884786,0.08887805222880918
2020-03-05 00:00:00+00:00,-0.126876180667011,0.11256131646671796,-0.23943749713372897,-0.2873139078621963
2020-03-06 00:00:00+00:00,-0.1628182614161538,-0.21511992169912356,0.05230166028296976,0.11961989599787472
2020-03-07 00:00:00+00:00,-0.1435765419817851,-0.0848085253948394,-0.05876801658694569,0.03828268255918564
2020-03-08 00:00:00+00:00,-0.22862101962970788,-0.45992079385946,0.23129977422975212,0.2341878023710625
2020-03-13 00:00:00+00:00,-0.9683275873367412,-5.464942728356703,4.496615141019961,4.351069266865813
2020-03-14 00:00:00+00:00,1.2468293869014129,0.09272460648809625,1.1541047804133167,1.1305783180678235
2020-03-15 00:00:00+00:00,0.2812084872039796,0.16943529861589077,0.11177318858808885,0.13258359520737606
2020-03-19 00:00:00+00:00,-1.260718962986972,-0.05057117715935939,-1.2101477858276126,-1.077980518246418
2020-03-20 00:00:00+00:00,-0.6606981519911874,-0.053597969413241416,-0.607100182577946,-0.6631549646647941
2020-03-21 00:00:00+00:00,0.552037297987838,0.33476603545822947,0.2172712625296085,0.19385580336315889
2020-03-22 00:00:00+00:00,-0.12389626122863753,0.1731587668121393,-0.2970550280407768,-0.2981644881042357
2020-03-27 00:00:00+00:00,0.13734040941484163,0.2793571171161573,-0.14201670770131566,-0.09062245641322575
2020-03-28 00:00:00+00:00,0.9303963627848096,0.21775658449503105,0.7126397782897786,0.7363540080148725
2020-04-02 00:00:00+00:00,-0.6668443046083923,-0.43352007677529714,-0.23332422783309514,-0.1960615116475132
2020-04-03 00:00:00+00:00,-0.2144133528277182,-0.028813217577490703,-0.1856001352502275,-0.20708639245817215
2020-04-04 00:00:00+00:00,-0.2996895564054987,-0.039706328357843504,-0.2599832280476552,-0.16698053706476926
2020-04-05 00:00:00+00:00,0.20872283238383055,-0.07477630152633417,0.28349913391016474,0.3806679386923038
2020-04-10 00:00:00+00:00,0.23740417993580612,0.09602093034183208,0.14138324959397403,0.1567627164766933
2020-04-11 00:00:00+00:00,0.3135382362986912,-0.24538360396904785,0.5589218402677391,0.5471180156649617
2020-04-12 00:00:00+00:00,-0.1390371139915717,-0.24821164275508126,0.10917452876350955,0.10854846376736153
2020-04-18 00:00:00+00:00,-0.09148510767573656,-0.040042442559064854,-0.051442665116671706,-0.14391505225584375
2020-04-24 00:00:00+00:00,-0.056273582172922956,-0.0024178857914504684,-0.05385569638147249,-0.06351003551420586
2020-04-26 00:00:00+00:00,-0.2639946536891956,0.023947781767647017,-0.2879424354568426,-0.12651185974240337
2020-05-02 00:00:00+00:00,0.467526076555,-0.14327775367952242,0.6108038302345224,0.6329409151598437
2020-05-03 00:00:00+00:00,-0.09078754136489561,-0.4590962053698517,0.3683086640049561,0.24806366196677299
2020-05-07 00:00:00+00:00,-0.08624245042962905,0.291795884269645,-0.37803833469927406,-0.2714945027323401
2020-05-09 00:00:00+00:00,-1.1191012782395695,-0.5614923106097048,-0.5576089676298647,-0.5188521254590988
2020-05-10 00:00:00+00:00,-2.948557330422221,0.16117004727813664,-3.1097273777003576,-3.1810893349504386
2020-05-16 00:00:00+00:00,0.1349210545895767,-0.06960060040261297,0.20452165499218966,0.22239547686860503
2020-05-17 00:00:00+00:00,0.02522552601864395,0.016767733424192327,0.008457792594451622,0.008481880747180509
2020-05-21 00:00:00+00:00,0.15569267107021928,-0.07065359342009926,0.22634626449031853,0.29153260390733704
2020-05-23 00:00:00+00:00,0.1888414316320814,0.11948091190454133,0.06936051972754007,0.12583792394869142
