trade_no,asset,rehedge_min,entry_ts,exit_ts,instrument,strike,cp,expiry,hold_hours,wknd_frac,index_in,index_out,index_move_pct,iv_in,iv_out,iv_change,premium_in,premium_out,option_pnl,hedge_pnl,perp_fees,option_fees,spread_cost,vega_usd,gross_usd,net_usd,gross_per_vega,net_per_vega,cum_net_per_vega
73,BTC,60,2020-12-18 12:01:26.895000+00:00,2020-12-20 00:00:00+00:00,BTC-20DEC20-22750-P,22750,P,2020-12-20 08:00:00+00:00,35.9759,0.727672,22890.2,23372.6,2.10769,0.595,0.8221,0.2271,317.851,40.3452,277.506,-325.135,19.3988,11.9102,5.56502,638.257,-47.6292,-84.5033,-0.0746239,-0.132397,0.293916
74,BTC,60,2021-01-01 12:40:47.274000+00:00,2021-01-03 00:00:00+00:00,BTC-3JAN21-30000-C,30000,C,2021-01-03 08:00:00+00:00,35.3202,0.738685,29655.4,32172.9,8.48933,0.808,0.8553,0.0473,522.835,2173.76,-1650.93,1611.57,24.7206,18.5485,7.20195,825.998,-39.3524,-89.8234,-0.0476422,-0.108745,0.185171
75,BTC,60,2021-01-08 12:32:40.208000+00:00,2021-01-10 00:00:00+00:00,BTC-10JAN21-41000-P,41000,P,2021-01-10 08:00:00+00:00,35.4555,0.736386,41617.6,40428.9,-2.85628,1.614,1.3743,-0.2397,1591.3,998.176,593.119,66.276,39.1213,24.614,10.0801,1156.1,659.395,585.579,0.570363,0.506514,0.691684
76,BTC,60,2021-01-15 12:44:04.311000+00:00,2021-01-17 00:00:00+00:00,BTC-17JAN21-38000-C,38000,C,2021-01-17 08:00:00+00:00,35.2655,0.73962,37394.4,35836,-4.16753,1.4679,1.486,0.0181001,1279.64,74.528,1205.11,-958.128,38.6335,20.5343,9.17033,1051.75,246.986,178.648,0.234832,0.169857,0.861541
77,BTC,60,2021-01-22 12:33:50.994000+00:00,2021-01-24 00:00:00+00:00,BTC-24JAN21-31000-C,31000,C,2021-01-24 08:00:00+00:00,35.4358,0.736719,31746,31963.9,0.686399,1.3443,1.3964,0.0521001,1601.88,1145.56,456.321,-358.535,29.3963,19.113,7.48792,858.796,97.786,41.7888,0.113864,0.0486597,0.910201
78,BTC,60,2021-01-29 12:44:05.816000+00:00,2021-01-31 00:00:00+00:00,BTC-31JAN21-37000-C,37000,C,2021-01-31 08:00:00+00:00,35.2651,0.739627,37492.3,34343.4,-8.39886,1.7016,1.6518,-0.0498001,2047.74,53.0166,1994.72,-1796.53,30.6554,17.8748,9.11023,1044.86,198.191,140.55,0.189682,0.134516,1.04472
79,BTC,60,2021-02-05 12:37:07.958000+00:00,2021-02-07 00:00:00+00:00,BTC-7FEB21-38000-P,38000,P,2021-02-07 08:00:00+00:00,35.3811,0.737648,38180.3,39058.1,2.29917,0.8507,0.8694,0.0187,828.711,77.2953,751.415,-737.26,29.9571,21.116,9.35688,1073.15,14.1556,-46.2743,0.0131907,-0.0431201,1.0016
80,BTC,60,2021-02-12 12:35:43.721000+00:00,2021-02-14 00:00:00+00:00,BTC-14FEB21-48000-C,48000,C,2021-02-14 08:00:00+00:00,35.4045,0.73725,48008.7,47170.2,-1.74642,1.1452,1.0561,-0.0891,1558.24,279.195,1279.05,-636.229,37.9678,28.5537,11.8243,1356.14,642.819,564.473,0.474005,0.416234,1.41783
81,BTC,60,2021-02-26 12:31:41.056000+00:00,2021-02-28 00:00:00+00:00,BTC-28FEB21-46000-C,46000,C,2021-02-28 08:00:00+00:00,35.4719,0.736107,47236.2,45653.6,-3.35035,1.1523,1.2093,0.057,2215.81,509.138,1706.67,-1350.65,60.4845,27.867,10.8921,1249.23,356.016,256.772,0.284989,0.205545,1.62338
82,BTC,60,2021-04-16 12:22:31.277000+00:00,2021-04-18 00:00:00+00:00,BTC-18APR21-61000-C,61000,C,2021-04-18 08:00:00+00:00,35.6246,0.73353,60770.9,60227.4,-0.894336,0.4885,0.5753,0.0868,731.293,142.278,589.014,-550.798,78.5259,36.016,14.9189,1711.06,38.2167,-91.2442,0.022335,-0.053326,1.57005
83,BTC,60,2021-04-23 12:44:27.234000+00:00,2021-04-25 00:00:00+00:00,BTC-25APR21-50000-C,50000,C,2021-04-25 08:00:00+00:00,35.2591,0.739729,49884.8,50091,0.413178,0.7376,0.7456,0.00799995,984.854,496.788,488.065,-568.535,70.5149,29.9927,12.2957,1410.21,-80.4696,-193.273,-0.0570622,-0.137053,1.433
84,BTC,60,2021-05-07 12:36:25.895000+00:00,2021-05-09 00:00:00+00:00,BTC-9MAY21-58000-C,58000,C,2021-05-09 08:00:00+00:00,35.3928,0.737449,57244.8,58693.1,2.53015,0.5769,0.7288,0.1519,610.075,932.03,-321.955,368.037,74.9511,34.7814,13.4906,1547.25,46.0825,-77.1406,0.0297835,-0.0498567,1.38314
85,BTC,60,2021-05-14 12:26:59.540000+00:00,2021-05-16 00:00:00+00:00,BTC-16MAY21-50000-P,50000,P,2021-05-16 08:00:00+00:00,35.5501,0.734785,50398.7,47623.5,-5.50648,0.7679,0.9852,0.2173,901.999,2407.52,-1505.52,1655.25,59.393,29.4067,12.2395,1403.76,149.726,48.6873,0.106661,0.0346835,1.41782
86,BTC,60,2021-05-21 12:42:51.881000+00:00,2021-05-23 00:00:00+00:00,BTC-23MAY21-41000-C,41000,C,2021-05-23 08:00:00+00:00,35.2856,0.739276,40940.8,37156.3,-9.24392,0.9998,1.6974,0.6976,1128.58,21.0543,1107.52,-1880.45,30.4329,14.914,10.0917,1157.42,-772.921,-828.36,-0.667795,-0.715693,0.70213
87,BTC,60,2021-05-28 12:33:14.382000+00:00,2021-05-30 00:00:00+00:00,BTC-30MAY21-37000-C,37000,C,2021-05-30 08:00:00+00:00,35.446,0.736546,36529.5,34792.8,-4.75433,1.1337,1.1068,-0.0269,957.802,15.5209,942.282,-903.004,35.1555,12.899,8.94168,1025.53,39.2776,-17.7186,0.0382998,-0.0172775,0.684853
88,BTC,60,2021-06-04 12:40:59.229000+00:00,2021-06-06 00:00:00+00:00,BTC-6JUN21-36000-P,36000,P,2021-06-06 08:00:00+00:00,35.3169,0.738742,36573.6,35440.5,-3.09804,1.1568,1.118,-0.0388,921.699,812.019,109.68,218.319,31.0845,21.6042,8.77311,1006.2,327.998,266.537,0.325978,0.264895,0.949748
89,BTC,60,2021-06-25 12:38:35.975000+00:00,2021-06-27 00:00:00+00:00,BTC-27JUN21-33000-P,33000,P,2021-06-27 08:00:00+00:00,35.3567,0.738064,33173,32034.6,-3.43183,0.9094,0.8391,-0.0703,766.879,1014.52,-247.644,-93.4413,33.8751,19.5623,8.1255,931.921,-341.085,-402.648,-0.366002,-0.432062,0.517686
90,BTC,60,2021-07-16 12:24:54.464000+00:00,2021-07-18 00:00:00+00:00,BTC-18JUL21-31000-C,31000,C,2021-07-18 08:00:00+00:00,35.5849,0.7342,31380.3,31775.8,1.26048,0.7216,0.7851,0.0635,844.43,833.088,11.3415,-107.025,31.3657,18.9468,7.47101,856.857,-95.6833,-153.467,-0.111668,-0.179104,0.338581
91,BTC,60,2021-08-06 12:15:56.042000+00:00,2021-08-08 00:00:00+00:00,BTC-8AUG21-41000-P,41000,P,2021-08-08 08:00:00+00:00,35.7344,0.731689,40925.4,44750.1,9.34548,0.7757,1.5543,0.7786,936.049,24.4448,911.604,-1058.95,33.7427,15.3332,10.0889,1157.1,-147.343,-206.507,-0.127338,-0.17847,0.160111
92,BTC,60,2021-08-13 12:43:36.006000+00:00,2021-08-15 00:00:00+00:00,BTC-15AUG21-47000-P,47000,P,2021-08-15 08:00:00+00:00,35.2733,0.739485,46600.6,47196.1,1.27797,0.7665,0.7845,0.018,1226.34,354.244,872.092,-765.181,51.8129,28.139,11.3915,1306.5,106.912,15.5685,0.081831,0.0119162,0.172028
93,BTC,60,2021-08-20 12:32:55.533000+00:00,2021-08-22 00:00:00+00:00,BTC-22AUG21-48000-C,48000,C,2021-08-22 08:00:00+00:00,35.4512,0.736458,47078,48990.4,4.0622,0.6814,0.821,0.1396,527.655,1129.21,-601.559,613.699,44.8434,28.8205,10.8077,1239.54,12.1401,-72.3315,0.00979401,-0.0583533,0.113674
94,BTC,60,2021-09-10 12:30:49.537000+00:00,2021-09-12 00:00:00+00:00,BTC-12SEP21-46000-C,46000,C,2021-09-12 08:00:00+00:00,35.4862,0.735865,46032.2,45121.4,-1.97856,0.6571,0.7251,0.068,871.025,103.969,767.057,-567.2,46.5534,26.8057,11.3396,1300.55,199.856,115.158,0.153671,0.0885453,0.20222
95,BTC,60,2021-10-01 12:43:58.410000+00:00,2021-10-03 00:00:00+00:00,BTC-3OCT21-48000-C,48000,C,2021-10-03 08:00:00+00:00,35.2671,0.739592,47264.9,47670.7,0.858618,0.7944,0.6439,-0.1505,742.077,229.672,512.405,63.1482,39.3457,28.4807,11.3046,1296.53,575.553,496.422,0.443917,0.382884,0.585104
96,BTC,60,2021-10-08 12:31:53.840000+00:00,2021-10-10 00:00:00+00:00,BTC-10OCT21-55000-P,55000,P,2021-10-10 08:00:00+00:00,35.4684,0.736167,55031.7,54979.5,-0.0947579,0.7361,0.5675,-0.1686,1129.11,386.546,742.564,-172.281,44.9673,33.0034,13.5572,1554.88,570.283,478.755,0.366769,0.307904,0.893008
97,BTC,60,2021-10-15 12:17:33.975000+00:00,2021-10-17 00:00:00+00:00,BTC-17OCT21-60000-P,60000,P,2021-10-17 08:00:00+00:00,35.7072,0.732144,59441.7,60877.3,2.41519,0.9852,0.6385,-0.3467,1957.26,152.355,1804.9,-996.5,60.562,36.0957,14.582,1672.43,808.404,697.164,0.483371,0.416857,1.30987
98,BTC,60,2021-10-29 12:31:08.961000+00:00,2021-10-31 00:00:00+00:00,BTC-31OCT21-62000-C,62000,C,2021-10-31 08:00:00+00:00,35.4808,0.735956,61432.6,61854.8,0.687188,0.7314,0.6617,-0.0697,1012.43,424.784,587.645,79.3003,58.7437,36.9862,14.9718,1717.13,666.945,556.243,0.388407,0.323938,1.6338
99,BTC,60,2021-11-05 12:38:41.936000+00:00,2021-11-07 00:00:00+00:00,BTC-7NOV21-61000-C,61000,C,2021-11-07 08:00:00+00:00,35.355,0.738092,61557.8,61544.5,-0.0216511,0.6511,0.6145,-0.0366,1428.78,777.177,651.599,-144.244,56.1199,36.9307,14.8114,1698.73,507.355,399.493,0.298667,0.235172,1.86898
100,BTC,60,2021-11-12 12:12:31.969000+00:00,2021-11-14 00:00:00+00:00,BTC-14NOV21-64000-C,64000,C,2021-11-14 08:00:00+00:00,35.7911,0.730742,63960.9,64651.5,1.07976,0.6467,0.7236,0.0769,1150.31,946.044,204.265,-62.5548,65.5574,38.5837,15.767,1808.34,141.71,21.8019,0.078365,0.0120564,1.88103
101,BTC,60,2021-11-26 12:41:40.640000+00:00,2021-11-28 00:00:00+00:00,BTC-28NOV21-54000-P,54000,P,2021-11-28 08:00:00+00:00,35.3054,0.738938,54069.1,54641.7,1.05906,0.7693,0.6411,-0.1282,1140.93,174.697,966.231,-549.286,50.9758,32.6133,13.3121,1526.77,416.945,320.044,0.273089,0.209621,2.09065
102,BTC,60,2021-12-10 12:18:40.803000+00:00,2021-12-12 00:00:00+00:00,BTC-12DEC21-49000-P,49000,P,2021-12-12 08:00:00+00:00,35.6887,0.732455,49057.1,49171.8,0.233842,0.6734,0.672,-0.00139999,905.126,317.657,587.47,-824.183,68.7667,29.4687,12.0796,1385.42,-236.714,-347.028,-0.170861,-0.250487,1.84017
103,BTC,60,2021-12-24 11:28:25.192000+00:00,2021-12-26 00:00:00+00:00,BTC-26DEC21-52000-C,52000,C,2021-12-26 08:00:00+00:00,36.5263,0.718676,51312.9,50419.1,-1.7418,0.5664,0.6518,0.0854,528.635,25.3047,503.33,-364.108,45.2163,18.557,12.0515,1382.2,139.222,63.397,0.100725,0.0458669,1.88603
104,BTC,60,2021-12-31 11:15:20.515000+00:00,2022-01-02 00:00:00+00:00,BTC-2JAN22-48000-P,48000,P,2022-01-02 08:00:00+00:00,36.7443,0.715175,48106.6,47739,-0.764107,0.5979,0.6576,0.0597,760.08,524.179,235.901,-169.847,54.4322,28.7537,11.8273,1356.48,66.0544,-28.9587,0.0486953,-0.0213484,1.86468
105,BTC,60,2022-01-07 12:22:46.380000+00:00,2022-01-09 00:00:00+00:00,BTC-9JAN22-43000-C,43000,C,2022-01-09 08:00:00+00:00,35.6204,0.733601,42319,41494.1,-1.94911,0.5864,0.7533,0.1669,418.253,24.2044,394.049,-417.738,36.4048,15.7212,9.76604,1120.08,-23.6895,-85.5816,-0.0211499,-0.076407,1.78828
106,BTC,60,2022-02-18 12:28:39.027000+00:00,2022-02-20 00:00:00+00:00,BTC-20FEB22-40000-P,40000,P,2022-02-20 08:00:00+00:00,35.5225,0.735252,40461,40095.1,-0.904127,0.5912,0.331,-0.2602,466.927,116.727,350.2,51.213,30.5375,24.1668,9.55145,1095.46,401.413,337.157,0.366432,0.307776,2.09605
107,BTC,60,2022-02-25 12:36:26.472000+00:00,2022-02-27 00:00:00+00:00,BTC-27FEB22-39000-C,39000,C,2022-02-27 08:00:00+00:00,35.3926,0.737452,38820.8,38881.4,0.156084,0.6271,0.6326,0.00549999,603.961,241.455,362.506,-188.395,47.5602,23.3107,9.53854,1093.98,174.111,93.7018,0.159153,0.0856519,2.18171
108,BTC,60,2022-03-04 12:39:29.304000+00:00,2022-03-06 00:00:00+00:00,BTC-6MAR22-41000-P,41000,P,2022-03-06 08:00:00+00:00,35.3419,0.738316,41553.6,39351.2,-5.30011,0.6479,0.5813,-0.0666,511.29,1651.12,-1139.83,1070.99,26.6781,24.2714,9.74792,1118,-68.8325,-129.53,-0.0615677,-0.115859,2.06585
109,BTC,60,2022-03-11 12:35:18.236000+00:00,2022-03-13 00:00:00+00:00,BTC-13MAR22-40000-C,40000,C,2022-03-13 08:00:00+00:00,35.4116,0.73713,40048,38819.1,-3.06865,0.6895,0.6387,-0.0508,804.428,19.7495,784.678,-554.9,28.8989,14.4831,9.86087,1130.95,229.779,176.536,0.203173,0.156095,2.22194
110,BTC,60,2022-03-25 12:39:46.432000+00:00,2022-03-27 00:00:00+00:00,BTC-27MAR22-45000-C,45000,C,2022-03-27 08:00:00+00:00,35.3371,0.738397,44732.8,44559.1,-0.388258,0.5266,0.4116,-0.115,542.872,67.9611,474.911,-228.426,34.9616,21.915,10.9187,1252.27,246.485,178.69,0.19683,0.142692,2.36463
111,BTC,60,2022-04-15 12:33:48.499000+00:00,2022-04-17 00:00:00+00:00,BTC-17APR22-40000-P,40000,P,2022-04-17 08:00:00+00:00,35.4365,0.736707,40180.3,40403.1,0.554421,0.3974,0.3552,-0.0422,366.02,40.6994,325.321,-169.684,32.243,17.1415,9.75691,1119.03,155.637,96.4956,0.139082,0.0862316,2.45086
112,BTC,60,2022-04-29 12:28:24.922000+00:00,2022-05-01 00:00:00+00:00,BTC-1MAY22-39000-P,39000,P,2022-05-01 08:00:00+00:00,35.5264,0.735186,38948.3,37806.5,-2.93138,0.4902,0.5381,0.0479,566.407,1200.16,-633.749,854.044,29.1978,23.0264,9.59951,1100.98,220.295,158.471,0.20009,0.143937,2.5948
113,BTC,60,2022-05-06 12:44:50.049000+00:00,2022-05-08 00:00:00+00:00,BTC-8MAY22-36000-P,36000,P,2022-05-08 08:00:00+00:00,35.2528,0.739837,36071,35383.2,-1.90691,0.5881,0.7559,0.1678,564.31,722.55,-158.24,254.872,34.4741,21.4363,8.87168,1017.5,96.6319,31.8499,0.0949698,0.031302,2.6261
114,BTC,60,2022-05-13 12:37:51.788000+00:00,2022-05-15 00:00:00+00:00,BTC-15MAY22-31000-C,31000,C,2022-05-15 08:00:00+00:00,35.3689,0.737855,30624.3,30135.2,-1.59732,0.7828,0.611,-0.1718,510.429,15.3552,495.074,-487.273,22.4988,11.1067,7.41164,850.048,7.80064,-33.2165,0.00917671,-0.039076,2.58703
115,BTC,60,2022-05-27 12:41:07.816000+00:00,2022-05-29 00:00:00+00:00,BTC-29MAY22-29500-C,29500,C,2022-05-29 08:00:00+00:00,35.3145,0.738783,29114.5,28998.2,-0.399519,0.6105,0.4186,-0.1919,336.3,14.9308,321.369,-210.74,22.8248,10.6007,6.89691,791.013,110.629,70.3062,0.139857,0.0888812,2.67591
116,BTC,60,2022-06-03 12:40:24.543000+00:00,2022-06-05 00:00:00+00:00,BTC-5JUN22-30000-C,30000,C,2022-06-05 08:00:00+00:00,35.3265,0.738578,29573.6,29813.2,0.810194,0.5886,0.4154,-0.1732,311.362,74.5311,236.831,31.0043,21.8589,17.816,6.92146,793.828,267.835,221.239,0.337397,0.278699,2.95461
117,BTC,60,2022-06-24 12:27:25.924000+00:00,2022-06-26 00:00:00+00:00,BTC-26JUN22-21000-P,21000,P,2022-06-26 08:00:00+00:00,35.5428,0.734909,21319.6,21403.7,0.394521,0.6854,0.5539,-0.1315,269.869,22.5942,247.275,-157.118,22.5012,9.22016,4.96855,569.848,90.1562,53.4663,0.158211,0.0938255,3.04843
118,BTC,60,2022-07-01 12:22:24.491000+00:00,2022-07-03 00:00:00+00:00,BTC-3JUL22-19000-P,19000,P,2022-07-03 08:00:00+00:00,35.6265,0.733499,19153.4,19214.9,0.321022,0.8425,0.658,-0.1845,381.758,67.7413,314.017,-97.706,14.3486,11.5105,4.65825,534.259,216.311,185.794,0.404881,0.34776,3.39619
119,BTC,60,2022-07-08 12:44:55.364000+00:00,2022-07-10 00:00:00+00:00,BTC-10JUL22-21000-P,21000,P,2022-07-10 08:00:00+00:00,35.2513,0.739862,21250.8,21578.1,1.54008,0.741,0.586,-0.155,328.398,10.2314,318.167,-220.135,16.5272,7.65417,5.07463,582.014,98.0318,68.7757,0.168435,0.118168,3.51436
120,BTC,60,2022-07-15 12:39:33.791000+00:00,2022-07-17 00:00:00+00:00,BTC-17JUL22-21000-C,21000,C,2022-07-17 08:00:00+00:00,35.3406,0.738337,20915.1,21191.5,1.32174,0.6031,0.6634,0.0602999,316.489,281.5,34.9892,45.359,23.7581,12.632,5.14215,589.758,80.3482,38.816,0.136239,0.0658168,3.58018
121,BTC,60,2022-07-29 12:42:17.843000+00:00,2022-07-31 00:00:00+00:00,BTC-31JUL22-23500-P,23500,P,2022-07-31 08:00:00+00:00,35.295,0.739115,23556.1,23647.9,0.38964,0.6712,0.6034,-0.0678,418.984,107.607,311.377,-253.686,24.5596,14.1612,5.79126,664.205,57.6918,13.1798,0.0868585,0.019843,3.60002
122,BTC,60,2022-08-05 12:41:22.103000+00:00,2022-08-07 00:00:00+00:00,BTC-7AUG22-23000-C,23000,C,2022-08-07 08:00:00+00:00,35.3105,0.73885,23079.2,22961.5,-0.50998,0.578,0.397,-0.181,417.421,91.814,325.607,-124.116,17.2636,13.8122,5.6586,648.99,201.49,164.756,0.310467,0.253865,3.85389
123,BTC,60,2022-08-19 12:31:25.611000+00:00,2022-08-21 00:00:00+00:00,BTC-21AUG22-21500-C,21500,C,2022-08-21 08:00:00+00:00,35.4762,0.736035,21338.7,21154.3,-0.863952,0.6643,0.5528,-0.1115,326.754,31.4064,295.347,-160.066,17.4278,10.3274,5.21174,597.74,135.281,102.315,0.226322,0.171169,4.02505
124,BTC,60,2022-09-09 12:44:43.513000+00:00,2022-09-11 00:00:00+00:00,BTC-11SEP22-21500-C,21500,C,2022-09-11 08:00:00+00:00,35.2546,0.739806,21165.7,21686.5,2.46052,0.5936,0.7012,0.1076,215.42,290.752,-75.3321,101.67,24.6714,12.8557,4.90533,562.597,26.3375,-16.0949,0.0468141,-0.0286082,3.99645
125,BTC,60,2022-09-16 12:28:58.780000+00:00,2022-09-18 00:00:00+00:00,BTC-18SEP22-20000-P,20000,P,2022-09-18 08:00:00+00:00,35.517,0.735345,19807.9,20117.9,1.56506,0.5514,0.3568,-0.1946,415.776,39.8573,375.919,-222.42,21.7926,10.9245,4.75833,545.738,153.499,116.024,0.28127,0.2126,4.20905
126,BTC,60,2022-09-23 12:36:31.352000+00:00,2022-09-25 00:00:00+00:00,BTC-25SEP22-19000-C,19000,C,2022-09-25 08:00:00+00:00,35.3913,0.737475,18899.2,18923,0.125503,0.6974,0.4373,-0.2601,325.389,66.1299,259.259,-55.5998,16.9808,11.3467,4.6431,532.521,203.659,170.689,0.382444,0.32053,4.52958
127,BTC,60,2022-09-30 12:38:00.904000+00:00,2022-10-02 00:00:00+00:00,BTC-2OCT22-19500-C,19500,C,2022-10-02 08:00:00+00:00,35.3664,0.737898,19288.1,19290,0.00971698,0.5841,0.3828,-0.2013,225.4,21.0784,204.321,-99.2503,16.8191,8.42123,4.61631,529.449,105.071,75.2146,0.198454,0.142062,4.67164
128,BTC,60,2022-10-14 12:39:34.335000+00:00,2022-10-16 00:00:00+00:00,BTC-16OCT22-19500-P,19500,P,2022-10-16 08:00:00+00:00,35.3405,0.73834,19699.7,19112,-2.9831,0.4523,0.5125,0.0602,163.352,401.671,-238.319,307.16,11.1799,11.6435,4.59319,526.797,68.8416,41.425,0.13068,0.0786356,4.75027
129,BTC,60,2022-11-18 12:28:42.339000+00:00,2022-11-20 00:00:00+00:00,BTC-20NOV22-16750-P,16750,P,2022-11-20 08:00:00+00:00,35.5216,0.735268,16738.3,16682.9,-0.330674,0.4927,0.3991,-0.0936,239.164,118.394,120.77,-2.38611,11.9598,10.0263,4.12633,473.253,118.384,92.2713,0.250149,0.194973,4.94525
130,BTC,60,2022-11-25 12:29:09.689000+00:00,2022-11-27 00:00:00+00:00,BTC-27NOV22-16500-C,16500,C,2022-11-27 08:00:00+00:00,35.514,0.735396,16542.7,16449,-0.566101,0.4154,0.2753,-0.1401,216.106,32.9224,183.184,-96.0975,15.7014,9.07809,4.05679,465.278,87.0862,58.25,0.187171,0.125194,5.07044
131,BTC,60,2022-12-09 12:44:29.621000+00:00,2022-12-11 00:00:00+00:00,BTC-11DEC22-17250-C,17250,C,2022-12-11 08:00:00+00:00,35.2584,0.73974,17208,17136.1,-0.417769,0.3286,0.2843,-0.0443,139.924,18.6719,121.252,-48.3579,10.6417,7.49637,4.22378,484.429,72.8938,50.532,0.150474,0.104312,5.17475
132,BTC,60,2022-12-23 12:33:11.327000+00:00,2022-12-25 00:00:00+00:00,BTC-25DEC22-16750-P,16750,P,2022-12-25 08:00:00+00:00,35.4469,0.736532,16853.8,16837,-0.0999618,0.2574,0.1811,-0.0763,77.3065,8.46878,68.8377,-3.74121,9.92198,6.11475,3.91083,448.537,65.0965,45.1489,0.145131,0.100658,5.27541
133,BTC,60,2023-02-03 12:32:07.328000+00:00,2023-02-05 00:00:00+00:00,BTC-5FEB23-23500-P,23500,P,2023-02-05 08:00:00+00:00,35.4646,0.736231,23540.5,23330.9,-0.890456,0.4732,0.4169,-0.0563,294.845,221.094,73.7511,48.3272,18.2303,14.0614,5.78981,664.038,122.078,83.9968,0.183842,0.126494,5.40191
134,BTC,60,2023-02-10 12:35:28.802000+00:00,2023-02-12 00:00:00+00:00,BTC-12FEB23-21750-P,21750,P,2023-02-12 08:00:00+00:00,35.4087,0.73718,21741.2,21861.7,0.554527,0.3798,0.2887,-0.0911,237.947,32.7567,205.191,-109.249,18.5563,10.6169,5.35967,614.705,95.9421,61.4092,0.156078,0.0999002,5.50181
135,BTC,60,2023-03-03 12:32:52.619000+00:00,2023-03-05 00:00:00+00:00,BTC-5MAR23-22250-C,22250,C,2023-03-05 08:00:00+00:00,35.4521,0.736444,22334.5,22346,0.0516035,0.3943,0.2414,-0.1529,293.024,123.868,169.156,-15.9309,15.0501,13.4041,5.4447,624.458,153.226,119.327,0.245374,0.191088,5.69289
136,BTC,60,2023-03-17 12:43:48.363000+00:00,2023-03-19 00:00:00+00:00,BTC-19MAR23-26250-P,26250,P,2023-03-19 08:00:00+00:00,35.2699,0.739544,26599.5,27078.2,1.79956,0.787,0.7849,-0.00209999,429.61,28.2095,401.4,-363.341,21.2098,11.506,6.33106,726.116,38.0588,-0.988124,0.0524142,-0.00136084,5.69153
137,BTC,60,2023-03-24 12:43:48.697000+00:00,2023-03-26 00:00:00+00:00,BTC-26MAR23-27750-C,27750,C,2023-03-26 08:00:00+00:00,35.2698,0.739546,28027.9,27563.9,-1.65564,0.6557,0.4038,-0.2519,667.797,61.552,606.245,-422.295,28.8049,16.1024,6.71705,770.385,183.95,132.326,0.238777,0.171766,5.8633
138,BTC,60,2023-04-07 12:41:00.350000+00:00,2023-04-09 00:00:00+00:00,BTC-9APR23-28000-P,28000,P,2023-04-09 08:00:00+00:00,35.3166,0.738747,27877,27959.3,0.295248,0.3618,0.2077,-0.1541,351.515,92.3073,259.208,-21.9863,19.2944,16.7509,6.78602,778.295,237.221,194.39,0.304796,0.249764,6.11306
139,BTC,60,2023-04-21 12:27:52.407000+00:00,2023-04-23 00:00:00+00:00,BTC-23APR23-28000-C,28000,C,2023-04-23 08:00:00+00:00,35.5354,0.735033,28191.7,27765.5,-1.5117,0.3622,0.3224,-0.0398,393.659,29.1729,364.486,-364.267,24.2596,12.1041,6.68529,766.742,0.21955,-42.8295,0.000286342,-0.0558591,6.0572
140,BTC,60,2023-05-05 12:34:10.082000+00:00,2023-05-07 00:00:00+00:00,BTC-7MAY23-29000-C,29000,C,2023-05-07 08:00:00+00:00,35.4305,0.736809,28867.1,28867.5,0.00143952,0.3382,0.3125,-0.0257,215.271,55.3293,159.942,-186.48,34.3568,15.5763,7.00243,803.115,-26.5387,-83.4742,-0.0330447,-0.103938,5.95327
141,BTC,60,2023-05-12 12:36:20.718000+00:00,2023-05-14 00:00:00+00:00,BTC-14MAY23-26500-P,26500,P,2023-05-14 08:00:00+00:00,35.3942,0.737425,26454.7,26893.4,1.65817,0.3938,0.3634,-0.0304,317.995,12.2052,305.79,-288.961,25.3695,9.46207,6.51436,747.138,16.8288,-24.5171,0.0225244,-0.0328148,5.92045
142,BTC,60,2023-05-26 12:44:10.548000+00:00,2023-05-28 00:00:00+00:00,BTC-28MAY23-26500-C,26500,C,2023-05-28 08:00:00+00:00,35.2637,0.739649,26417.6,27001.3,2.20951,0.3004,0.4952,0.1948,185.934,521.478,-335.544,237.23,20.338,16.0257,6.45293,740.093,-98.314,-141.131,-0.13284,-0.190693,5.72976
143,BTC,60,2023-06-02 12:44:47.628000+00:00,2023-06-04 00:00:00+00:00,BTC-4JUN23-27250-C,27250,C,2023-06-04 08:00:00+00:00,35.2534,0.739826,27161.4,27068.1,-0.343382,0.2991,0.2736,-0.0255,188.463,26.519,161.944,-93.4574,26.126,11.4633,6.62768,760.134,68.4865,24.2696,0.0900979,0.031928,5.76169
144,BTC,60,2023-07-21 12:41:28.336000+00:00,2023-07-23 00:00:00+00:00,BTC-23JUL23-30000-C,30000,C,2023-07-23 08:00:00+00:00,35.3088,0.73888,29856.7,29803.7,-0.177543,0.2535,0.2272,-0.0263,150.439,18.585,131.854,-60.0931,24.1351,11.2801,7.12036,816.641,71.7613,29.2257,0.0878738,0.0357877,5.79747
145,BTC,60,2023-07-28 12:28:48.684000+00:00,2023-07-30 00:00:00+00:00,BTC-30JUL23-29250-P,29250,P,2023-07-30 08:00:00+00:00,35.5198,0.735297,29276.3,29356.6,0.274052,0.2326,0.1348,-0.0978,179.574,12.1519,167.422,-64.503,21.1436,10.3019,7.20303,826.122,102.919,64.2702,0.12458,0.0777974,5.87527
146,BTC,60,2023-08-11 12:38:19.443000+00:00,2023-08-13 00:00:00+00:00,BTC-13AUG23-29250-P,29250,P,2023-08-13 08:00:00+00:00,35.3613,0.737986,29396,29416.6,0.0701935,0.1988,0.1226,-0.0762,102.018,2.95346,99.0643,-16.4221,15.862,9.18797,6.79121,778.89,82.6422,50.801,0.106103,0.0652224,5.94049
