weekend_sat,px_open,px_close,px_high,px_low,ret_pct,range_pct,rv_vol_ann,wd_vol_ann,vol_ratio,iv_weekend,iv_weekday,iv_minus_rv,iv_wknd_ratio
2026-03-28 00:00:00+00:00,1.3245,1.3272,1.3555,1.2979,0.203851,4.43794,0.422459,0.626951,0.673831,0.6757,0.65854,0.253241,1.02606
2026-04-04 00:00:00+00:00,1.3165,1.3246,1.327,1.2796,0.615268,3.70428,0.308629,0.521172,0.592182,0.389834,0.633413,0.0812051,0.615449
2026-04-11 00:00:00+00:00,1.3557,1.3242,1.3742,1.3222,-2.32352,3.93284,0.358885,0.49371,0.726914,0.427556,0.588443,0.0686714,0.726589
2026-04-18 00:00:00+00:00,1.4801,1.3938,1.4814,1.3936,-5.83069,6.30023,0.479923,0.553709,0.866742,0.445721,0.494119,-0.0342013,0.902053
2026-04-25 00:00:00+00:00,1.4344,1.4316,1.4374,1.4187,-0.195204,1.31811,0.224688,0.429654,0.522951,0.4807,0.543578,0.256012,0.884326
2026-05-02 00:00:00+00:00,1.387,1.3872,1.4019,1.3822,0.0144196,1.42526,0.229787,0.401701,0.572034,0.353462,0.462716,0.123676,0.763886
2026-05-09 00:00:00+00:00,1.4181,1.4723,1.5031,1.4119,3.82202,6.45938,0.502387,0.398619,1.26032,0.3182,0.415624,-0.184187,0.765596
2026-05-16 00:00:00+00:00,1.4338,1.401,1.4381,1.3897,-2.28763,3.48277,0.386999,0.552231,0.700792,0.465177,0.52242,0.0781784,0.890429
2026-05-23 00:00:00+00:00,1.3333,1.3502,1.3695,1.3074,1.26753,4.74989,0.384842,0.455802,0.844318,0.385503,0.526157,0.000661671,0.732677
2026-05-30 00:00:00+00:00,1.3289,1.328,1.3626,1.3211,-0.0677252,3.14132,0.388757,0.465604,0.834952,0.389364,0.496441,0.000606619,0.784311
2026-06-06 00:00:00+00:00,1.1065,1.1555,1.166,1.0542,4.42838,10.6052,0.987738,0.933306,1.05832,0.721882,0.528486,-0.265856,1.36594
2026-06-13 00:00:00+00:00,1.1318,1.1868,1.1873,1.1284,4.85952,5.21978,0.428899,0.675948,0.634515,0.464676,0.721411,0.0357769,0.644121
2026-06-20 00:00:00+00:00,1.1364,1.1243,1.1547,1.1235,-1.06477,2.77704,0.458225,0.668871,0.685072,0.419253,0.612512,-0.0389714,0.684482
2026-06-27 00:00:00+00:00,1.048,1.0471,1.0754,1.0337,-0.0858779,4.03405,0.493367,0.659282,0.748341,0.567986,0.604985,0.0746185,0.938842
2026-07-04 00:00:00+00:00,1.1342,1.1562,1.1808,1.1253,1.93969,4.93202,0.53678,0.548177,0.979209,0.387017,0.581595,-0.149763,0.66544
2026-07-11 00:00:00+00:00,1.104,1.0859,1.1184,1.0831,-1.63949,3.25916,0.311101,0.512143,0.60745,0.373849,0.54939,0.0627474,0.68048
2026-07-18 00:00:00+00:00,1.0882,1.0974,1.1001,1.0838,0.845433,1.50397,0.27816,0.476012,0.584357,0.433607,0.516803,0.155447,0.839019
2026-07-25 00:00:00+00:00,1.091,1.1119,1.1153,1.0854,1.91567,2.75474,0.193768,0.69533,0.278671,0.429398,0.477638,0.23563,0.899004
2026-08-01 00:00:00+00:00,1.0619,1.0858,1.091,1.0493,2.25068,3.97408,0.235144,0.415977,0.565281,,0.538061,,
2026-08-08 00:00:00+00:00,1.0216,1.0293,1.048,1.0216,0.75372,2.58418,0.22776,0.35555,0.640586,0.344889,0.355701,0.117129,0.969603
