wk_bucket,n,mean,sd,median,t
weekday_only,284,-0.07599076986453866,0.2530696015282235,-0.0582423654999938,-5.060343908481391
weekend_heavy,284,-0.1050858575040484,0.26969006887223096,-0.061638621111070685,-6.566568639880342
