fri,entry_ts,instrument,cp,strike,expiry,T_days,wknd_frac,abs_delta,iv_in,iv_out,iv_change,index_move_pct,vega_usd,gamma_per_vega,theta_per_vega,volga_per_vega,vanna_per_vega,charm_per_day,vega_traded_in_window,net_per_vega,gross_per_vega
2020-04-17,2020-04-17 11:30:13.942000+00:00,BTC-19APR20-7000-P,P,7000,2020-04-19 08:00:00+00:00,1.83333,0.719164,0.385832,0.6013,0.9678,0.3665,2.49897,191.876,331.101,-0.163991,0.120736,-5.84239,0.0259616,193.033,-0.00636962,0.0381991
2020-04-17,2020-04-17 11:23:57.869000+00:00,BTC-24APR20-7250-P,P,7250,2020-04-24 08:00:00+00:00,6.83333,0.291615,0.570373,0.6983,0.675,-0.0233,2.69654,381.233,76.4924,-0.0510951,0.069614,2.86113,-0.00785472,381.964,0.097654,0.125503
2020-04-24,2020-04-24 12:00:30.910000+00:00,BTC-1MAY20-7500-P,P,7500,2020-05-01 08:00:00+00:00,6.83333,0.292698,0.502263,0.6053,0.576,-0.0293,1.05945,407.794,88.2449,-0.0442902,0.000828986,1.06847,-0.0025831,3274.29,0.0931648,0.119302
2020-04-24,2020-04-24 12:00:52.866000+00:00,BTC-26APR20-7375-P,P,7375,2020-04-26 08:00:00+00:00,1.83333,0.727516,0.366463,0.523,0.5687,0.0457,0.898615,199.096,380.671,-0.142636,0.198394,-8.20477,0.0312179,398.221,0.161281,0.199846
2020-05-01,2020-05-01 12:03:57.953000+00:00,BTC-8MAY20-9250-C,C,9250,2020-05-08 08:00:00+00:00,6.83333,0.292801,0.415632,0.72,0.6428,-0.0772,0.234914,481.002,74.187,-0.0526829,0.0921692,3.16228,-0.00888991,4339.29,0.0149752,0.0422813
2020-05-01,2020-05-01 12:06:15.782000+00:00,BTC-8MAY20-8750-P,P,8750,2020-05-08 08:00:00+00:00,6.83333,0.292869,0.361834,0.7767,0.6717,-0.105,-0.431843,463.252,68.7713,-0.0568317,0.112506,-2.32616,0.00677919,3727.84,0.0776701,0.105301
2020-05-01,2020-05-01 12:12:52.995000+00:00,BTC-8MAY20-9000-C,C,9000,2020-05-08 08:00:00+00:00,6.83333,0.293067,0.514568,0.7081,0.5968,-0.1113,-0.169476,490.379,75.4337,-0.0518122,-0.00311485,0.622619,-0.00175972,3917.76,0.128907,0.156509
2020-05-01,2020-05-01 11:46:57.622000+00:00,BTC-8MAY20-9000-P,P,9000,2020-05-08 08:00:00+00:00,6.83333,0.292296,0.47307,0.7816,0.6478,-0.1338,-0.294367,490.891,68.3401,-0.0571902,-0.00340535,0.368553,-0.00114792,1962.74,0.143168,0.170043
2020-05-01,2020-05-01 11:46:39.293000+00:00,BTC-3MAY20-9125-C,C,9125,2020-05-03 08:00:00+00:00,1.83333,0.723615,0.414446,0.7255,0.798,0.0725,-0.216949,248.883,274.419,-0.197864,0.0801499,5.21642,-0.0285047,744.775,0.0269848,0.0760211
2020-05-01,2020-05-01 11:45:07.871000+00:00,BTC-3MAY20-9000-C,C,9000,2020-05-03 08:00:00+00:00,1.83333,0.7232,0.546966,0.809,0.7487,-0.0603,-0.804566,253.994,246.095,-0.220636,0.00888589,-1.06102,0.00657281,508.584,0.288681,0.340494
2020-05-01,2020-05-01 12:24:51.774000+00:00,BTC-3MAY20-8875-P,P,8875,2020-05-03 08:00:00+00:00,1.83333,0.734187,0.44399,0.884,0.7438,-0.1402,0.693918,250.171,225.216,-0.241091,0.0123707,-1.24244,0.00838598,991.167,0.352254,0.402859
2020-05-08,2020-05-08 12:01:29.417000+00:00,BTC-15MAY20-9750-C,C,9750,2020-05-15 08:00:00+00:00,6.83333,0.292727,0.571396,0.8113,0.7589,-0.0524,-4.17375,530.949,65.8383,-0.0593634,0.0152838,-0.620829,0.00197944,5301.98,0.116972,0.145539
2020-05-08,2020-05-08 12:01:39.195000+00:00,BTC-15MAY20-10000-C,C,10000,2020-05-15 08:00:00+00:00,6.83333,0.292732,0.475949,0.7943,0.8019,0.00760002,-3.97202,538.119,67.2474,-0.0581195,0.0128311,1.55492,-0.00492402,2706.66,0.0348575,0.0623357
2020-05-08,2020-05-08 12:03:41.034000+00:00,BTC-15MAY20-10250-C,C,10250,2020-05-15 08:00:00+00:00,6.83333,0.292793,0.386818,0.8014,0.8402,0.0388,-4.90547,517.065,66.6517,-0.058639,0.142518,3.62235,-0.0111251,516.957,0.0458755,0.0729306
2020-05-08,2020-05-08 12:04:41.725000+00:00,BTC-15MAY20-10000-P,P,10000,2020-05-15 08:00:00+00:00,6.83333,0.292823,0.52793,0.835,0.7569,-0.0781,-3.7185,536.669,63.9696,-0.0610976,0.0154529,1.61289,-0.00536591,1611.28,0.0229983,0.0511182
2020-05-08,2020-05-08 12:04:41.726000+00:00,BTC-15MAY20-10250-P,P,10250,2020-05-15 08:00:00+00:00,6.83333,0.292823,0.609512,0.8524,1.0035,0.1511,-5.75161,517.601,62.6638,-0.0623707,0.128667,3.38318,-0.0110818,517.464,-0.439059,-0.409869
2020-05-08,2020-05-08 11:50:29.950000+00:00,BTC-15MAY20-9750-P,P,9750,2020-05-15 08:00:00+00:00,6.83333,0.292401,0.411963,0.804,0.8382,0.0342,-5.52274,528.852,66.4361,-0.0588293,0.031153,-1.02305,0.00320491,529.114,-0.154697,-0.127656
2020-05-08,2020-05-08 11:17:12.568000+00:00,BTC-10MAY20-9875-C,C,9875,2020-05-10 08:00:00+00:00,1.83333,0.715673,0.542096,0.782,1.9766,1.1946,-10.2259,278.845,254.592,-0.213273,0.0068797,-0.91475,0.005485,281.108,0.122428,0.17068
2020-05-15,2020-05-15 11:46:07.565000+00:00,BTC-22MAY20-10000-C,C,10000,2020-05-22 08:00:00+00:00,6.83333,0.292271,0.377458,0.7812,0.706,-0.0752,-2.64582,499.912,68.3751,-0.057161,0.167729,3.92323,-0.011658,2005.74,0.105768,0.131429
2020-05-15,2020-05-15 12:24:35.124000+00:00,BTC-22MAY20-9500-C,C,9500,2020-05-22 08:00:00+00:00,6.83333,0.293416,0.542048,0.813,0.7145,-0.0985001,-2.14952,518.557,65.7007,-0.0594878,-0.000732252,0.0506777,-0.000163645,517.909,0.133422,0.160859
2020-05-15,2020-05-15 12:24:38.261000+00:00,BTC-17MAY20-9500-C,C,9500,2020-05-17 08:00:00+00:00,1.83333,0.734124,0.551096,0.6899,0.4557,-0.2342,-1.69133,267.761,288.579,-0.188155,0.0146941,-1.61906,0.00854283,266.496,0.201122,0.251508
2020-05-15,2020-05-15 11:32:39.883000+00:00,BTC-22MAY20-9750-C,C,9750,2020-05-22 08:00:00+00:00,6.83333,0.291872,0.478343,0.7798,0.7197,-0.0601,-1.43392,525.339,68.4979,-0.0570585,0.0112763,1.51114,-0.00469958,2105.73,0.0018836,0.0279542
2020-05-15,2020-05-15 12:40:02.726000+00:00,BTC-22MAY20-9250-C,C,9250,2020-05-22 08:00:00+00:00,6.83333,0.293879,0.629569,0.7732,0.7805,0.00730003,-0.3878,492.358,69.0826,-0.0565756,0.0958728,-2.12167,0.00620444,491.281,-0.173217,-0.143302
2020-05-15,2020-05-15 11:18:02.327000+00:00,BTC-22MAY20-9500-P,P,9500,2020-05-22 08:00:00+00:00,6.83333,0.29144,0.42997,0.7859,0.7362,-0.0496999,-1.54877,517.33,67.9662,-0.0575049,0.0155196,-0.642282,0.0019849,518.445,0.203931,0.230291
2020-05-22,2020-05-22 11:49:58.845000+00:00,BTC-24MAY20-9125-P,P,9125,2020-05-24 08:00:00+00:00,1.83333,0.724523,0.465366,0.6316,0.6389,0.0073,0.0313961,257.768,315.217,-0.172255,0.00581898,-0.94369,0.00457868,1552.84,0.225684,0.271616
2020-05-22,2020-05-22 12:15:18.428000+00:00,BTC-29MAY20-9500-C,C,9500,2020-05-29 08:00:00+00:00,6.83333,0.293139,0.357443,0.636,0.6183,-0.0177,-0.060609,468.215,83.9853,-0.0465366,0.259352,5.19379,-0.0123435,1876.85,0.0451191,0.0711027
2020-05-22,2020-05-22 11:23:55.257000+00:00,BTC-24MAY20-9250-C,C,9250,2020-05-24 08:00:00+00:00,1.83333,0.717468,0.404516,0.545,0.6835,0.1385,-0.204865,251.323,365.304,-0.148636,0.126132,7.30637,-0.0298076,253.152,0.138601,0.187949
2020-05-29,2020-05-29 12:00:24.967000+00:00,BTC-31MAY20-9500-P,P,9500,2020-05-31 08:00:00+00:00,1.83333,0.727387,0.599065,0.5514,0.8653,0.3139,3.16614,257.542,361.064,-0.150382,0.131952,7.4205,-0.0305733,781.686,-0.0255684,0.0290711
2020-05-29,2020-05-29 11:56:11.259000+00:00,BTC-5JUN20-9250-P,P,9250,2020-06-05 08:00:00+00:00,6.83333,0.29257,0.406534,0.5864,0.665,0.0786,3.36309,498.792,91.0891,-0.0429073,0.0630225,-1.94758,0.00443569,2481.11,-0.0237323,0.00236692
2020-05-29,2020-05-29 12:06:17.187000+00:00,BTC-31MAY20-9250-P,P,9250,2020-05-31 08:00:00+00:00,1.83333,0.729009,0.358297,0.5664,0.9222,0.3558,3.41682,248.281,351.502,-0.154473,0.206468,-8.03369,0.0328546,247.95,0.142739,0.177211
2020-05-29,2020-05-29 12:09:06.262000+00:00,BTC-5JUN20-9500-C,C,9500,2020-06-05 08:00:00+00:00,6.83333,0.292954,0.476939,0.5783,0.6502,0.0718999,2.62117,513.729,92.3649,-0.0423146,0.0136769,1.73015,-0.00398959,10286.8,-0.0420713,-0.0157548
2020-05-29,2020-05-29 12:14:38.619000+00:00,BTC-31MAY20-9500-C,C,9500,2020-05-31 08:00:00+00:00,1.83333,0.731329,0.436969,0.5572,0.7965,0.2393,2.76065,263.408,357.306,-0.151964,0.0560691,5.00376,-0.021232,1047.69,-0.04902,0.00331245
2020-05-29,2020-05-29 12:26:26.194000+00:00,BTC-5JUN20-9500-P,P,9500,2020-06-05 08:00:00+00:00,6.83333,0.293471,0.512542,0.6038,0.6853,0.0815,2.5092,515.212,88.4641,-0.0441805,0.00590297,1.37875,-0.00332341,1029.04,-0.0627129,-0.03544
2020-06-05,2020-06-05 12:04:40.096000+00:00,BTC-12JUN20-9500-P,P,9500,2020-06-12 08:00:00+00:00,6.83333,0.292822,0.393494,0.5864,0.6031,0.0167,-0.0900064,509.295,91.0891,-0.0429073,0.0875152,-2.36735,0.00534592,1538.58,0.00426966,0.0305662
2020-06-05,2020-06-05 11:47:31.905000+00:00,BTC-12JUN20-10000-C,C,10000,2020-06-12 08:00:00+00:00,6.83333,0.292313,0.366491,0.5966,0.6042,0.00759998,-0.289428,499.131,89.5317,-0.0436537,0.242115,5.18263,-0.0116503,2510.41,0.0343801,0.0597841
2020-06-05,2020-06-05 11:26:26.681000+00:00,BTC-12JUN20-9750-C,C,9750,2020-06-12 08:00:00+00:00,6.83333,0.291688,0.512668,0.5739,0.581,0.00709999,-0.757008,531.628,93.0731,-0.0419927,-0.00258584,0.59658,-0.0013668,532.533,0.0253851,0.0519288
2020-06-12,2020-06-12 12:00:28.307000+00:00,BTC-19JUN20-9500-P,P,9500,2020-06-19 08:00:00+00:00,6.83333,0.292697,0.482732,0.5199,0.5111,-0.00880001,-0.38646,518.365,102.74,-0.0380415,-0.00231841,0.391343,-0.000811871,4144.55,-0.00106859,0.0259841
2020-06-12,2020-06-12 12:02:58.018000+00:00,BTC-14JUN20-9500-C,C,9500,2020-06-14 08:00:00+00:00,1.83333,0.728091,0.504806,0.48,0.4087,-0.0713,-0.30061,268.536,414.773,-0.130909,-0.000551719,0.645471,-0.00238891,800.072,0.162541,0.215694
2020-06-12,2020-06-12 11:25:42.278000+00:00,BTC-14JUN20-9625-C,C,9625,2020-06-14 08:00:00+00:00,1.83333,0.717946,0.357645,0.4991,0.4392,-0.0599,-0.392092,250.938,398.9,-0.136118,0.296416,11.3853,-0.0409583,505.605,0.159412,0.195865
2020-06-12,2020-06-12 11:16:17.981000+00:00,BTC-14JUN20-9500-P,P,9500,2020-06-14 08:00:00+00:00,1.83333,0.71543,0.506096,0.5044,0.2739,-0.2305,-0.410746,268.246,394.708,-0.137564,0.00160184,1.43929,-0.00559734,270.459,0.229954,0.276398
2020-06-19,2020-06-19 12:05:52.162000+00:00,BTC-21JUN20-9500-C,C,9500,2020-06-21 08:00:00+00:00,1.83333,0.728893,0.353016,0.4473,0.491,0.0437,-0.305667,247.106,445.095,-0.121991,0.344001,12.884,-0.0413945,994.318,0.0744149,0.114011
2020-06-19,2020-06-19 12:09:54.640000+00:00,BTC-26JUN20-9500-C,C,9500,2020-06-26 08:00:00+00:00,6.83333,0.292978,0.450373,0.4992,0.4952,-0.00399998,-0.162212,509.004,107,-0.0365268,0.0481627,2.82453,-0.00558811,2035.93,0.0153256,0.0412491
2020-06-19,2020-06-19 12:11:36.866000+00:00,BTC-21JUN20-9375-C,C,9375,2020-06-21 08:00:00+00:00,1.83333,0.730486,0.531258,0.4397,0.4005,-0.0392,-0.386175,264.772,452.788,-0.119918,0.00840201,-1.51354,0.00511599,264.187,0.134052,0.184795
2020-06-19,2020-06-19 12:12:59.806000+00:00,BTC-26JUN20-9250-P,P,9250,2020-06-26 08:00:00+00:00,6.83333,0.29307,0.392096,0.4911,0.4922,0.00110001,-0.299974,494.265,108.765,-0.0359341,0.115111,-3.07353,0.00580704,2964.53,0.0240911,0.0501374
2020-06-19,2020-06-19 12:34:31.704000+00:00,BTC-26JUN20-9500-P,P,9500,2020-06-26 08:00:00+00:00,6.83333,0.293714,0.545745,0.4646,0.4737,0.0091,-0.302868,510.399,114.969,-0.0339951,0.043951,2.80283,-0.00516702,509.485,0.00907622,0.0361433
2020-06-26,2020-06-26 12:01:54.268000+00:00,BTC-28JUN20-9250-C,C,9250,2020-06-28 08:00:00+00:00,1.83333,0.727798,0.4083,0.4155,0.5671,0.1516,-1.9286,252.757,479.16,-0.113318,0.145777,8.8726,-0.0276735,758.75,-0.008593,0.0315409
2020-06-26,2020-06-26 11:55:48.064000+00:00,BTC-3JUL20-9250-C,C,9250,2020-07-03 08:00:00+00:00,6.83333,0.292558,0.463723,0.4691,0.5088,0.0397,-1.90912,498.869,113.866,-0.0343244,0.0301517,2.41918,-0.00451388,3499.55,-0.0387805,-0.0123899
2020-06-26,2020-06-26 11:43:39.099000+00:00,BTC-28JUN20-9125-C,C,9125,2020-06-28 08:00:00+00:00,1.83333,0.722797,0.553872,0.5042,0.5112,0.00700001,-1.62244,256.711,394.865,-0.137509,0.0269322,-2.79918,0.0107831,257.515,0.152115,0.198221
2020-07-03,2020-07-03 11:57:55.447000+00:00,BTC-10JUL20-9000-P,P,9000,2020-07-10 08:00:00+00:00,6.83333,0.292621,0.40262,0.3709,0.3914,0.0205,0.307024,481.941,144.014,-0.027139,0.130204,-3.85904,0.00554561,2894.79,-0.0186926,0.00661794
2020-07-03,2020-07-03 11:44:33.253000+00:00,BTC-10JUL20-9250-P,P,9250,2020-07-10 08:00:00+00:00,6.83333,0.292224,0.645609,0.3234,0.3789,0.0555,0.660553,462.667,165.166,-0.0236634,0.483248,9.44797,-0.0113802,463.086,-0.0509285,-0.0221693
2020-07-03,2020-07-03 12:32:45.966000+00:00,BTC-10JUL20-9250-C,C,9250,2020-07-10 08:00:00+00:00,6.83333,0.293661,0.37333,0.3341,0.349,0.0149,0.35705,471.836,159.876,-0.0244463,0.355288,8.05328,-0.0102021,2814.58,-1.45373e-05,0.0251889
2020-07-10,2020-07-10 11:59:48.717000+00:00,BTC-17JUL20-9000-P,P,9000,2020-07-17 08:00:00+00:00,6.83333,0.292677,0.35404,0.3857,0.4344,0.0487,0.876505,466.503,138.488,-0.028222,0.312272,-6.09513,0.00875398,3259.51,-0.038374,-0.0119873
2020-07-10,2020-07-10 12:00:21.804000+00:00,BTC-12JUL20-9250-C,C,9250,2020-07-12 08:00:00+00:00,1.83333,0.727373,0.350877,0.3326,0.2736,-0.059,0.988595,240.793,598.59,-0.0907091,0.468005,17.2449,-0.0411013,2466.33,0.0888456,0.140921
2020-07-17,2020-07-17 11:52:13.578000+00:00,BTC-19JUL20-9125-C,C,9125,2020-07-19 08:00:00+00:00,1.83333,0.725137,0.524953,0.2979,0.2268,-0.0711,0.532818,257.776,668.315,-0.0812455,0.00873506,-1.96734,0.00451035,2821.03,0.112693,0.15765
2020-07-24,2020-07-24 11:58:18.622000+00:00,BTC-31JUL20-9500-C,C,9500,2020-07-31 08:00:00+00:00,6.83333,0.292633,0.555409,0.3771,0.4003,0.0232,1.70755,516.573,141.646,-0.0275927,0.032426,-1.70068,0.00253677,2067.41,-0.0217217,0.00554134
2020-07-24,2020-07-24 11:51:40.208000+00:00,BTC-31JUL20-9750-P,P,9750,2020-07-31 08:00:00+00:00,6.83333,0.292435,0.641964,0.3649,0.3556,-0.0093,1.4794,488.539,146.382,-0.0267,0.41267,8.28828,-0.0113058,977.554,-0.0042506,0.0248797
2020-07-24,2020-07-24 11:39:35.950000+00:00,BTC-31JUL20-9500-P,P,9500,2020-07-31 08:00:00+00:00,6.83333,0.292077,0.434501,0.3622,0.3826,0.0204,1.4817,515.119,147.473,-0.0265024,0.0526238,-2.3303,0.00332554,1032.09,-0.0218116,0.00467187
2020-07-24,2020-07-24 12:35:56.115000+00:00,BTC-26JUL20-9500-P,P,9500,2020-07-26 08:00:00+00:00,1.83333,0.737309,0.431047,0.2645,0.509,0.2445,1.93945,265.439,752.707,-0.0721364,0.100459,-8.21013,0.0164974,527.156,-0.0305672,0.0101574
2020-07-31,2020-07-31 11:57:43.745000+00:00,BTC-7AUG20-11000-C,C,11000,2020-08-07 08:00:00+00:00,6.83333,0.292615,0.636985,0.5592,0.6227,0.0635,4.99078,578.334,95.5197,-0.0409171,0.171667,-3.58015,0.00752,2330.24,0.00862273,0.03825
2020-07-31,2020-07-31 12:09:43.449000+00:00,BTC-7AUG20-11250-P,P,11250,2020-08-07 08:00:00+00:00,6.83333,0.292972,0.492838,0.4357,0.6511,0.2154,5.23158,613.558,122.595,-0.0318805,-0.00171779,0.698514,-0.00121537,613.255,-0.245785,-0.216328
2020-07-31,2020-07-31 12:20:18.127000+00:00,BTC-7AUG20-11500-P,P,11500,2020-08-07 08:00:00+00:00,6.83333,0.293288,0.623338,0.4644,0.6352,0.1708,5.31541,584.585,115.019,-0.0339805,0.255076,5.93953,-0.0104875,583.91,-0.223597,-0.192277
2020-08-07,2020-08-07 11:57:08.132000+00:00,BTC-14AUG20-12000-C,C,12000,2020-08-14 08:00:00+00:00,6.83333,0.292598,0.405104,0.4929,0.5304,0.0375,0.265408,624.754,108.368,-0.0360659,0.149922,4.56162,-0.00872502,9975.68,-0.0434349,-0.016189
2020-08-07,2020-08-07 11:56:21.072000+00:00,BTC-14AUG20-12000-P,P,12000,2020-08-14 08:00:00+00:00,6.83333,0.292574,0.608717,0.4834,0.4823,-0.00110001,0.107739,617.783,110.498,-0.0353707,0.195398,5.17344,-0.00961518,2505.42,-0.02443,0.00501563
2020-08-07,2020-08-07 11:55:51.580000+00:00,BTC-14AUG20-11750-C,C,11750,2020-08-14 08:00:00+00:00,6.83333,0.29256,0.510663,0.4774,0.4978,0.0204,0.747267,640.906,111.887,-0.0349317,-0.00216059,0.590878,-0.00112627,10913.3,-0.0795245,-0.0512324
2020-08-07,2020-08-07 11:55:14.481000+00:00,BTC-9AUG20-11750-C,C,11750,2020-08-09 08:00:00+00:00,1.83333,0.725964,0.471303,0.4534,0.445,-0.0084,0.594541,330.418,439.107,-0.123655,0.0165712,3.24345,-0.0113103,997.283,-0.0330194,0.0238863
2020-08-07,2020-08-07 12:18:53.150000+00:00,BTC-9AUG20-11750-P,P,11750,2020-08-09 08:00:00+00:00,1.83333,0.732513,0.46597,0.4104,0.4891,0.0787,0.218057,331.695,485.114,-0.111927,0.0116504,-1.92936,0.00608354,1319.75,-0.0462212,0.00982057
2020-08-14,2020-08-14 11:56:08.828000+00:00,BTC-21AUG20-12000-C,C,12000,2020-08-21 08:00:00+00:00,6.83333,0.292568,0.41449,0.4777,0.5747,0.097,0.455445,629.597,111.816,-0.0349537,0.12729,4.30567,-0.00802557,1890.15,-0.0500411,-0.0244633
2020-08-21,2020-08-21 11:57:24.064000+00:00,BTC-28AUG20-11750-C,C,11750,2020-08-28 08:00:00+00:00,6.83333,0.292606,0.500388,0.3853,0.4042,0.0189,-0.619217,640.525,138.631,-0.0281927,-0.000129571,0.981703,-0.00151076,15951.3,-0.00119459,0.0261311
2020-08-21,2020-08-21 12:02:54.537000+00:00,BTC-28AUG20-11500-P,P,11500,2020-08-28 08:00:00+00:00,6.83333,0.292769,0.360159,0.4076,0.4026,-0.005,-0.131906,599.714,131.047,-0.0298244,0.265435,-5.41899,0.00827448,13242.5,-0.00522805,0.0220764
2020-08-21,2020-08-21 11:52:59.762000+00:00,BTC-23AUG20-11625-P,P,11625,2020-08-23 08:00:00+00:00,1.83333,0.725348,0.396078,0.3961,0.3506,-0.0455,-0.581824,319.675,502.628,-0.108027,0.157023,-8.39799,0.024773,320.125,-0.00909443,0.0456472
2020-08-21,2020-08-21 11:50:15.456000+00:00,BTC-23AUG20-11750-C,C,11750,2020-08-23 08:00:00+00:00,1.83333,0.724599,0.455959,0.3288,0.385,0.0562,-0.548146,329.241,605.508,-0.0896727,0.0452395,5.75765,-0.0145084,1658.53,-0.0399932,0.00936542
2020-08-28,2020-08-28 12:03:18.917000+00:00,BTC-4SEP20-11250-P,P,11250,2020-09-04 08:00:00+00:00,6.83333,0.292782,0.351255,0.4182,0.3903,-0.0279,0.260158,582.565,127.725,-0.0306,0.296461,-5.67377,0.00881062,1165.25,0.0459232,0.0720436
2020-08-28,2020-08-28 11:48:05.612000+00:00,BTC-4SEP20-11500-C,C,11500,2020-09-04 08:00:00+00:00,6.83333,0.292329,0.501018,0.3984,0.3419,-0.0565,0.248957,626.889,134.073,-0.0291512,-0.000329013,0.953749,-0.00151764,1253.25,0.0391454,0.0655002
2020-09-04,2020-09-04 11:49:45.033000+00:00,BTC-11SEP20-10500-C,C,10500,2020-09-11 08:00:00+00:00,6.83333,0.292378,0.467487,0.5222,0.6523,0.1301,-2.53157,566.472,102.288,-0.0382098,0.0239467,2.143,-0.0044548,566.77,-0.200356,-0.170049
2020-09-11,2020-09-11 11:54:39.531000+00:00,BTC-18SEP20-10250-P,P,10250,2020-09-18 08:00:00+00:00,6.83333,0.292524,0.470548,0.4981,0.486,-0.0121,1.5482,559.496,107.237,-0.0364463,0.000851813,-0.084248,0.000167151,1119.33,0.0287347,0.0545918
2020-09-11,2020-09-11 11:48:23.794000+00:00,BTC-18SEP20-10500-P,P,10500,2020-09-18 08:00:00+00:00,6.83333,0.292338,0.618426,0.4776,0.464,-0.0136,1.52251,535.841,111.84,-0.0349463,0.231676,5.61474,-0.0102344,536.191,0.0170141,0.0452367
2020-09-11,2020-09-11 11:22:04.508000+00:00,BTC-13SEP20-10375-P,P,10375,2020-09-13 08:00:00+00:00,1.83333,0.716973,0.59556,0.3865,0.4,0.0135,1.33351,282.75,515.112,-0.105409,0.171063,9.90036,-0.0286422,284.907,0.144723,0.194747
2020-09-25,2020-09-25 12:06:45.299000+00:00,BTC-2OCT20-10750-P,P,10750,2020-10-02 08:00:00+00:00,6.83333,0.292884,0.54808,0.3752,0.3754,0.000200005,0.671263,578.173,142.363,-0.0274537,0.0553855,3.35217,-0.004987,1144.29,0.02871,0.0548685
2020-09-25,2020-09-25 12:06:55.608000+00:00,BTC-2OCT20-10500-P,P,10500,2020-10-02 08:00:00+00:00,6.83333,0.292889,0.372427,0.3999,0.3978,-0.00210003,0.74005,552.544,133.57,-0.029261,0.22016,-4.9458,0.00749242,1099.92,0.0319468,0.0571073
2020-09-25,2020-09-25 12:07:33.114000+00:00,BTC-2OCT20-10750-C,C,10750,2020-10-02 08:00:00+00:00,6.83333,0.292908,0.468386,0.3969,0.3821,-0.0148,0.490164,581.585,134.58,-0.0290415,0.0266815,2.45979,-0.00388716,2894.45,0.0312745,0.0565236
2020-09-25,2020-09-25 11:39:32.718000+00:00,BTC-27SEP20-10625-P,P,10625,2020-09-27 08:00:00+00:00,1.83333,0.721681,0.465907,0.3679,0.4281,0.0602,1.07314,299.874,541.155,-0.100336,0.0139261,-2.29037,0.00647367,899.086,0.126154,0.165774
2020-10-09,2020-10-09 12:01:31.557000+00:00,BTC-16OCT20-11250-C,C,11250,2020-10-16 08:00:00+00:00,6.83333,0.292728,0.391075,0.3842,0.3659,-0.0183,2.17019,581.728,139.028,-0.0281122,0.23681,6.25962,-0.00924533,5268.27,-0.0383244,-0.0107381
2020-10-16,2020-10-16 11:57:27.885000+00:00,BTC-23OCT20-11500-C,C,11500,2020-10-23 08:00:00+00:00,6.83333,0.292608,0.429125,0.3333,0.3552,0.0219,0.0187565,612.152,160.26,-0.0243878,0.120178,4.91697,-0.00644201,1811.62,-0.0233517,0.00161276
2020-10-23,2020-10-23 12:03:18.692000+00:00,BTC-25OCT20-13000-P,P,13000,2020-10-25 08:00:00+00:00,1.83333,0.728186,0.540848,0.3231,0.4338,0.1107,1.16928,364.681,616.19,-0.0881182,0.0397754,5.47586,-0.0135713,364.45,0.0131333,0.0626068
2020-10-23,2020-10-23 12:05:06.738000+00:00,BTC-30OCT20-13000-P,P,13000,2020-10-30 08:00:00+00:00,6.83333,0.292835,0.497792,0.3753,0.4081,0.0328,1.30646,708.872,142.325,-0.027461,-0.000676953,0.891985,-0.00133705,2834.35,-0.0111805,0.01532
2020-10-23,2020-10-23 11:51:20.424000+00:00,BTC-30OCT20-13000-C,C,13000,2020-10-30 08:00:00+00:00,6.83333,0.292426,0.529546,0.3973,0.4495,0.0522,0.646656,709.477,134.444,-0.0290707,0.00369044,-0.363804,0.000575718,3545.08,-0.00537048,0.021231
2020-10-30,2020-10-30 11:45:28.795000+00:00,BTC-1NOV20-13375-P,P,13375,2020-11-01 08:00:00+00:00,1.83333,0.723295,0.497266,0.3696,0.5867,0.2171,2.73897,378.091,538.666,-0.1008,-0.000356789,0.740437,-0.0021102,758.416,-0.183308,-0.139139
2020-10-30,2020-10-30 11:42:56.096000+00:00,BTC-6NOV20-13500-P,P,13500,2020-11-06 08:00:00+00:00,6.83333,0.292176,0.55574,0.4135,0.5492,0.1357,3.12641,722.758,129.177,-0.0302561,0.066839,3.48061,-0.00569209,723.402,-0.166475,-0.136673
2020-11-06,2020-11-06 11:53:24.886000+00:00,BTC-13NOV20-15500-C,C,15500,2020-11-13 08:00:00+00:00,6.83333,0.292487,0.540875,0.648,0.6253,-0.0227,-4.98095,845.998,82.43,-0.0474146,0.00221424,-0.157662,0.000405912,7603.48,-0.059074,-0.0303481
2020-11-06,2020-11-06 11:53:08.199000+00:00,BTC-13NOV20-15250-C,C,15250,2020-11-13 08:00:00+00:00,6.83333,0.292479,0.608774,0.6521,0.5647,-0.0874,-4.43413,818.011,81.9117,-0.0477146,0.0791866,-2.09544,0.00525343,4108.06,-0.0510168,-0.0208636
2020-11-06,2020-11-06 11:45:13.507000+00:00,BTC-13NOV20-15250-P,P,15250,2020-11-13 08:00:00+00:00,6.83333,0.292244,0.386481,0.6059,0.546,-0.0599,-4.72234,814.999,88.1575,-0.0443341,0.0980231,-2.48186,0.00576105,5746.51,-0.0294714,-0.001666
2020-11-13,2020-11-13 11:49:53.316000+00:00,BTC-15NOV20-16125-P,P,16125,2020-11-15 08:00:00+00:00,1.83333,0.724498,0.422126,0.4267,0.4749,0.0482,-0.343302,449.637,466.583,-0.116373,0.0767979,-5.50688,0.0177719,875.394,0.0450054,0.104571
2020-11-13,2020-11-13 12:26:47.809000+00:00,BTC-20NOV20-16250-C,C,16250,2020-11-20 08:00:00+00:00,6.83333,0.293482,0.536861,0.5026,0.5196,0.017,-1.25203,886.77,106.277,-0.0367756,0.00436648,-0.345018,0.000689642,23889.6,-0.0474908,-0.0184882
