half,rule,n,gross_per_vega,net_per_vega,t,sharpe_ann,hit_rate,worst,cost_per_vega
IS,all,61,0.1119829780899423,0.06664907203986994,3.8958274456635666,3.5969671133642183,0.639344262295082,-0.1809687553463494,0.04533390605007236
IS,iv_premium>1,12,0.16135726722228896,0.11891948092647271,2.365381657056531,4.92393457125544,0.5833333333333334,-0.08866320311723577,0.04243778629581627
OOS,all,61,0.025231623512063553,-0.020143291378841157,-1.5501241858155772,-1.4312096199782824,0.4098360655737705,-0.3770224440311051,0.045374914890904706
OOS,iv_premium>1,4,0.04180361252515269,-0.0054060923702886525,-0.09335050614764537,-0.3365800365058517,0.5,-0.10211079014022521,0.04720970489544133
